season,player_id,player_name,player_name_original,team,phase_scope,competition_phases,game_log_rows,games_played,games_started,total_minutes,date_start,date_end,avg_plus_minus,matched_team_context_games,unmatched_team_context_rows,ambiguous_team_context_rows,total_points,total_REB,total_AST,total_STL,total_BLK,total_TOV,total_PF,total_FGM,total_FGA,total_two_PM,total_two_PA,total_three_PM,total_three_PA,total_FTM,total_FTA,total_OREB,total_DREB,minutes_per_game,PPG,RPG,APG,SPG,BPG,TOV_per_game,PF_per_game,FGA_per_game,three_PA_per_game,FTA_per_game,OREB_per_game,DREB_per_game,FG_pct,two_P_pct,three_P_pct,FT_pct,three_PA_rate,FT_rate,AST_TOV,eFG_pct,TS_pct,avg_team_ORtg,team_ORtg_games,avg_team_DRtg,team_DRtg_games,avg_team_NetRtg,team_NetRtg_games
2025-26,10860,Chris McCullough,麥卡洛,桃園台啤永豐雲豹,all_2025_26_phases,playoffs; preseason; regular_season,28,28,9,792.6666666666665,2025-10-04,2026-05-15,1.75,28,0,0,470.0,290.0,41.0,42.0,34.0,56.0,69.0,184.0,378.0,165.0,308.0,19.0,70.0,83.0,128.0,76.0,214.0,28.309523809523803,16.785714285714285,10.357142857142858,1.4642857142857142,1.5,1.2142857142857142,2.0,2.4642857142857144,13.5,2.5,4.571428571428571,2.7142857142857144,7.642857142857143,0.48677248677248675,0.5357142857142857,0.2714285714285714,0.6484375,0.18518518518518517,0.3386243386243386,0.7321428571428571,0.5119047619047619,0.5410757045496408,105.34086436496693,28,100.97890514264262,28,4.361959222324326,28
