season,game_id,division_id,quarter,clock_remaining_ms,event_order,team_id,player_id,player_name_original,action,is_overtime,source_url
2025-26,1371,9,1,720000,1760173789444,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173789444,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173789444,7,29,林書緯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173789444,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173789445,7,25,林金榜,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173790433,2,10892,詹姆斯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173790434,2,110,胡瓏貿,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173790434,2,10894,凱帝,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173790434,2,121,吳曉謹,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,720000,1760173790434,2,118,蘇文儒,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,493000,1760174214113,2,121,吳曉謹,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,493000,1760174214134,2,109,于煥亞,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,493000,1760174215461,7,25,林金榜,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,493000,1760174215484,7,24,蘇士軒,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,473000,1760174268623,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,473000,1760174268645,7,867,桑尼,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,449000,1760174359314,7,29,林書緯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,449000,1760174359335,7,10872,林彥廷,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,423000,1760174420509,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,423000,1760174420532,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,351000,1760174577578,7,24,蘇士軒,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,351000,1760174577600,7,22,簡祐哲,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,351000,1760174578696,2,118,蘇文儒,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,351000,1760174578718,2,121,吳曉謹,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,315000,1760174642656,2,10892,詹姆斯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,315000,1760174642678,2,110,胡瓏貿,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,315000,1760174642687,2,122,陳懷安,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,315000,1760174642695,2,116,呂威霆,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,263000,1760174730448,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,263000,1760174730472,7,29,林書緯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,263000,1760174734898,2,10894,凱帝,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,263000,1760174734921,2,123,勤明慶,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,243000,1760174819223,7,10872,林彥廷,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,243000,1760174819246,7,19,蘇培凱,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,243000,1760174843988,7,867,桑尼,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,243000,1760174844010,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,232000,1760174878851,2,109,于煥亞,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,232000,1760174878874,2,10892,詹姆斯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,199000,1760174961977,7,19,蘇培凱,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,199000,1760174962000,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,170000,1760175099448,7,22,簡祐哲,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,170000,1760175099471,7,25,林金榜,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,75000,1760175240519,7,25,林金榜,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,75000,1760175240541,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,75000,1760175240550,7,10874,熊祥泰,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,75000,1760175240558,7,867,桑尼,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175501353,2,10892,詹姆斯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175501371,2,116,呂威霆,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175501383,2,121,吳曉謹,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175501391,2,122,陳懷安,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175501399,2,123,勤明慶,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175508059,7,29,林書緯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175508078,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175508088,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175508097,7,10874,熊祥泰,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,1,0,1760175508104,7,867,桑尼,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175592812,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175592821,7,29,林書緯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175592829,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175592837,7,867,桑尼,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175592845,7,10874,熊祥泰,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175604911,2,109,于煥亞,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175604918,2,10894,凱帝,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175604926,2,10892,詹姆斯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175604934,2,110,胡瓏貿,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,720000,1760175604940,2,118,蘇文儒,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,633000,1760175763089,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,633000,1760175763112,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,586000,1760175847757,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,586000,1760175847779,7,10872,林彥廷,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,586000,1760175857365,2,10892,詹姆斯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,586000,1760175857388,2,122,陳懷安,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,544000,1760175923265,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,544000,1760175923290,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176090748,7,10874,熊祥泰,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176090770,7,867,桑尼,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176090779,7,24,蘇士軒,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176090787,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176092253,2,110,胡瓏貿,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176092278,2,10894,凱帝,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176092286,2,116,呂威霆,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,414000,1760176092294,2,123,勤明慶,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,401000,1760176159846,2,109,于煥亞,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,401000,1760176159866,2,121,吳曉謹,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,349000,1760176346054,7,24,蘇士軒,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,349000,1760176346074,7,28,呂政儒,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,312000,1760176439918,2,122,陳懷安,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,312000,1760176439942,2,10892,詹姆斯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,293000,1760176504837,7,10872,林彥廷,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,293000,1760176504861,7,22,簡祐哲,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,190000,1760176921826,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,190000,1760176921851,7,867,桑尼,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,190000,1760176922970,2,123,勤明慶,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,190000,1760176922987,2,10894,凱帝,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,130000,1760177029615,7,22,簡祐哲,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,130000,1760177029639,7,28,呂政儒,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,130000,1760177029648,7,10874,熊祥泰,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,130000,1760177029655,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,130000,1760177030592,2,118,蘇文儒,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,130000,1760177030616,2,109,于煥亞,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,104000,1760177134139,7,867,桑尼,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,104000,1760177134158,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,82000,1760177210658,2,116,呂威霆,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,82000,1760177210681,2,110,胡瓏貿,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177570129,7,29,林書緯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177570149,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177570160,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177570169,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177570176,7,10874,熊祥泰,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177573567,2,10892,詹姆斯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177573587,2,109,于煥亞,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177573597,2,110,胡瓏貿,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177573606,2,121,吳曉謹,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,2,0,1760177573614,2,10894,凱帝,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178437912,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178437919,7,29,林書緯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178437928,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178437937,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178437945,7,25,林金榜,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178438608,2,10892,詹姆斯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178438617,2,110,胡瓏貿,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178438626,2,109,于煥亞,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178438634,2,118,蘇文儒,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,720000,1760178438642,2,10894,凱帝,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,624000,1760178555213,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,624000,1760178555236,7,867,桑尼,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852044,2,110,胡瓏貿,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852066,2,10894,凱帝,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852076,2,116,呂威霆,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852084,2,123,勤明慶,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852602,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852607,7,25,林金榜,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852610,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,439000,1760178852613,7,10874,熊祥泰,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,392000,1760178947035,2,109,于煥亞,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,392000,1760178947057,2,121,吳曉謹,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,351000,1760179104047,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,351000,1760179104069,7,10872,林彥廷,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,293000,1760179221891,2,10892,詹姆斯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,293000,1760179221912,2,122,陳懷安,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,274000,1760179283052,2,123,勤明慶,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,274000,1760179283075,2,10894,凱帝,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,222000,1760179678245,7,867,桑尼,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,222000,1760179678264,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,175000,1760179742373,2,118,蘇文儒,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,175000,1760179742395,2,10892,詹姆斯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,175000,1760179746872,7,29,林書緯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,175000,1760179746896,7,10874,熊祥泰,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,175000,1760179746905,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,175000,1760179746913,7,22,簡祐哲,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,117000,1760179925788,2,116,呂威霆,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,117000,1760179925812,2,110,胡瓏貿,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180315350,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180315370,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180315382,7,22,簡祐哲,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180315390,7,10872,林彥廷,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180315397,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180321211,2,10892,詹姆斯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180321231,2,110,胡瓏貿,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180321242,2,121,吳曉謹,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180321251,2,122,陳懷安,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,3,0,1760180321258,2,10894,凱帝,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180388607,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180388615,7,867,桑尼,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180388624,7,22,簡祐哲,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180388632,7,10872,林彥廷,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180388639,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180389616,2,10892,詹姆斯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180389622,2,110,胡瓏貿,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180389629,2,122,陳懷安,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180389639,2,118,蘇文儒,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,720000,1760180389647,2,10894,凱帝,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,578000,1760180715819,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,578000,1760180715842,7,10872,林彥廷,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,578000,1760180715852,7,29,林書緯,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,578000,1760180715860,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,578000,1760180725832,2,122,陳懷安,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,578000,1760180725846,2,109,于煥亞,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,515000,1760180848620,2,10894,凱帝,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,515000,1760180848642,2,123,勤明慶,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,468000,1760180992011,7,22,簡祐哲,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,468000,1760180992033,7,10874,熊祥泰,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,415000,1760181080270,7,867,桑尼,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,415000,1760181080292,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,415000,1760181090452,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,415000,1760181090475,7,10872,林彥廷,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,415000,1760181091163,2,110,胡瓏貿,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,415000,1760181091184,2,116,呂威霆,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,339000,1760181259022,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,339000,1760181259046,7,867,桑尼,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,339000,1760181264695,2,123,勤明慶,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,339000,1760181264717,2,10894,凱帝,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,339000,1760181275995,2,109,于煥亞,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,339000,1760181276019,2,121,吳曉謹,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,248000,1760181573389,7,10872,林彥廷,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,248000,1760181573414,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,248000,1760181575449,2,116,呂威霆,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,248000,1760181575471,2,110,胡瓏貿,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,133000,1760181742006,7,10875,傑登,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,133000,1760181742029,7,10874,熊祥泰,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,133000,1760181742038,7,10872,林彥廷,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,133000,1760181742046,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,133000,1760181743899,2,121,吳曉謹,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,133000,1760181743922,2,109,于煥亞,Entering,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182112545,7,29,林書緯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182112567,7,21,李愷諺,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182112578,7,10872,林彥廷,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182112587,7,10876,尚迪,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182112594,7,867,桑尼,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182134241,2,10892,詹姆斯,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182134261,2,109,于煥亞,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182134271,2,110,胡瓏貿,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182134280,2,118,蘇文儒,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1371,9,4,0,1760182134287,2,10894,凱帝,Leaving,False,https://api.tpbl.basketball/api/games/1371/broadcasts
2025-26,1372,9,1,720000,1760260207154,7,29,林書緯,Entering,False,https://api.tpbl.basketball/api/games/1372/broadcasts
2025-26,1372,9,1,720000,1760260207155,7,10874,熊祥泰,Entering,False,https://api.tpbl.basketball/api/games/1372/broadcasts
2025-26,1372,9,1,720000,1760260207155,7,10876,尚迪,Entering,False,https://api.tpbl.basketball/api/games/1372/broadcasts
2025-26,1372,9,1,720000,1760260207155,7,21,李愷諺,Entering,False,https://api.tpbl.basketball/api/games/1372/broadcasts
2025-26,1372,9,1,720000,1760260207155,7,10875,傑登,Entering,False,https://api.tpbl.basketball/api/games/1372/broadcasts
