season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,FGM,FGA,two_PM,two_PA,three_PM,three_PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,FG_pct,two_P_pct,three_P_pct,FT_pct,source_FG_pct,source_two_P_pct,source_three_P_pct,source_FT_pct,team_points,opponent_points,source_field_goals_missed,source_two_pointers_missed,source_three_pointers_missed,source_free_throws_missed,source_defensive_fouls,source_offensive_fouls,source_personal_fouls,source_points_in_paint,source_second_chance_points,source_fast_break_points,win_loss,possessions_est,ORtg,opponent_possessions_est,DRtg,Net_Rating
2025-26,2,9,regular_season,1421,2026-01-03,4,5,桃園台啤永豐雲豹,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1421/stats,41,68,27,40,14,28,12,19,7,32,39,21,9,6,26,20,0.6029411764705882,0.675,0.5,0.631578947368421,0.603,0.675,0.5,0.632,108,102,27,13,14,7,20,0,19,40,6,22,W,95.36,113.25503355704699,96.8,105.37190082644628,7.883132730600707
2025-26,2,9,regular_season,1422,2026-01-03,4,4,新竹御嵿攻城獅,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1422/stats,26,78,20,47,6,31,26,35,12,38,50,15,9,4,9,19,0.3333333333333333,0.425531914893617,0.1935483870967742,0.7428571428571429,0.33299999999999996,0.426,0.19399999999999998,0.743,84,79,52,27,25,9,19,0,19,34,10,4,W,90.4,92.92035398230088,88.28,89.48799275033983,3.4323612319610532
2025-26,2,9,regular_season,1422,2026-01-03,4,6,新北中信特攻,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1422/stats,31,82,22,46,9,36,8,12,16,44,60,18,7,5,17,25,0.3780487804878049,0.4782608695652174,0.25,0.6666666666666666,0.37799999999999995,0.478,0.25,0.667,79,84,51,24,27,4,24,1,24,40,16,2,L,88.28,89.48799275033983,90.4,92.92035398230088,-3.4323612319610532
2025-26,2,9,regular_season,1423,2026-01-04,4,2,高雄全家海神,7,新北國王,home,https://api.tpbl.basketball/api/games/1423/stats,32,92,22,54,10,38,20,25,16,36,52,19,7,3,7,16,0.34782608695652173,0.4074074074074074,0.2631578947368421,0.8,0.348,0.40700000000000003,0.263,0.8,94,111,60,32,28,5,16,0,15,34,16,14,L,94.0,100.0,90.48,122.6790450928382,-22.679045092838194
2025-26,2,9,regular_season,1423,2026-01-04,4,7,新北國王,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1423/stats,41,84,25,46,16,38,13,17,9,43,52,22,3,7,8,21,0.4880952380952381,0.5434782608695652,0.42105263157894735,0.7647058823529411,0.488,0.5429999999999999,0.42100000000000004,0.765,111,94,43,21,22,4,20,1,21,42,8,5,W,90.48,122.6790450928382,94.0,100.0,22.679045092838194
2025-26,2,9,regular_season,1424,2026-01-04,4,3,福爾摩沙夢想家,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1424/stats,44,80,28,39,16,41,18,21,7,37,44,27,7,3,15,22,0.55,0.717948717948718,0.3902439024390244,0.8571428571428571,0.55,0.718,0.39,0.857,122,115,36,11,25,3,22,0,20,42,11,9,W,97.24,125.46277252159605,97.0,118.55670103092784,6.906071490668211
2025-26,2,9,regular_season,1424,2026-01-04,4,6,新北中信特攻,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1424/stats,39,86,23,44,16,42,21,25,11,30,41,30,11,1,11,20,0.45348837209302323,0.5227272727272727,0.38095238095238093,0.84,0.45299999999999996,0.523,0.381,0.84,115,122,47,21,26,4,20,0,19,44,6,11,L,97.0,118.55670103092784,97.24,125.46277252159605,-6.906071490668211
2025-26,2,9,regular_season,1425,2026-01-07,4,2,高雄全家海神,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1425/stats,38,89,25,61,13,28,19,25,12,31,43,22,10,5,8,30,0.42696629213483145,0.4098360655737705,0.4642857142857143,0.76,0.42700000000000005,0.41,0.46399999999999997,0.76,108,103,51,36,15,6,30,0,30,48,13,10,W,96.0,112.5,97.16,106.01070399341293,6.489296006587068
2025-26,2,9,regular_season,1425,2026-01-07,4,8,臺北台新戰神,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1425/stats,33,75,22,50,11,25,26,39,14,40,54,19,5,6,19,25,0.44,0.44,0.44,0.6666666666666666,0.44,0.44,0.44,0.667,103,108,42,28,14,13,22,3,25,38,7,26,L,97.16,106.01070399341293,96.0,112.5,-6.489296006587068
2025-26,2,9,regular_season,1426,2026-01-09,4,5,桃園台啤永豐雲豹,7,新北國王,home,https://api.tpbl.basketball/api/games/1426/stats,44,83,36,62,8,21,14,25,10,43,53,24,11,2,14,23,0.5301204819277109,0.5806451612903226,0.38095238095238093,0.56,0.53,0.581,0.381,0.56,110,87,39,26,13,11,22,1,20,52,10,14,W,98.0,112.24489795918367,98.88,87.98543689320388,24.259461065979792
2025-26,2,9,regular_season,1426,2026-01-09,4,7,新北國王,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1426/stats,32,87,23,49,9,38,14,27,18,33,51,17,5,5,18,22,0.367816091954023,0.46938775510204084,0.23684210526315788,0.5185185185185185,0.368,0.469,0.237,0.519,87,110,55,26,29,13,20,2,21,38,14,6,L,98.88,87.98543689320388,98.0,112.24489795918367,-24.259461065979792
2025-26,2,9,regular_season,1427,2026-01-10,4,2,高雄全家海神,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1427/stats,42,85,29,44,13,41,17,18,15,28,43,24,7,5,17,20,0.49411764705882355,0.6590909090909091,0.3170731707317073,0.9444444444444444,0.494,0.659,0.317,0.9440000000000001,114,111,43,15,28,1,18,2,19,52,13,8,W,94.92,120.10113780025284,94.12,117.9345516362091,2.16658616404375
2025-26,2,9,regular_season,1427,2026-01-10,4,6,新北中信特攻,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1427/stats,45,90,35,59,10,31,11,23,22,28,50,21,9,2,16,19,0.5,0.5932203389830508,0.3225806451612903,0.4782608695652174,0.5,0.593,0.32299999999999995,0.478,111,114,45,24,21,12,19,0,18,66,20,24,L,94.12,117.9345516362091,94.92,120.10113780025284,-2.16658616404375
2025-26,2,9,regular_season,1428,2026-01-10,4,3,福爾摩沙夢想家,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1428/stats,37,72,31,52,6,20,30,38,13,44,57,20,5,7,19,24,0.5138888888888888,0.5961538461538461,0.3,0.7894736842105263,0.514,0.596,0.3,0.789,110,91,35,21,14,8,20,4,23,50,8,12,W,94.72,116.13175675675676,100.2,90.81836327345309,25.31339348330367
2025-26,2,9,regular_season,1428,2026-01-10,4,8,臺北台新戰神,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1428/stats,28,86,19,50,9,36,26,30,13,24,37,16,10,3,14,26,0.32558139534883723,0.38,0.25,0.8666666666666667,0.326,0.38,0.25,0.867,91,110,58,31,27,4,25,1,26,30,8,10,L,100.2,90.81836327345309,94.72,116.13175675675676,-25.31339348330367
2025-26,2,9,regular_season,1429,2026-01-11,4,2,高雄全家海神,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1429/stats,30,84,23,44,7,40,12,16,18,26,44,12,9,1,14,16,0.35714285714285715,0.5227272727272727,0.175,0.75,0.35700000000000004,0.523,0.175,0.75,79,95,54,21,33,4,16,0,16,44,19,15,L,87.04,90.76286764705881,87.16,108.99495181275815,-18.232084165699334
2025-26,2,9,regular_season,1429,2026-01-11,4,4,新竹御嵿攻城獅,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1429/stats,35,78,22,45,13,33,12,14,16,36,52,23,11,5,19,17,0.44871794871794873,0.4888888888888889,0.3939393939393939,0.8571428571428571,0.449,0.489,0.39399999999999996,0.857,95,79,43,23,20,2,14,3,17,28,25,9,W,87.16,108.99495181275815,87.04,90.76286764705881,18.232084165699334
2025-26,2,9,regular_season,1430,2026-01-11,4,5,桃園台啤永豐雲豹,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1430/stats,42,101,36,72,6,29,18,23,29,22,51,23,14,2,11,16,0.4158415841584158,0.5,0.20689655172413793,0.782608695652174,0.41600000000000004,0.5,0.207,0.7829999999999999,108,114,59,36,23,5,16,0,15,64,27,17,L,93.12,115.97938144329896,91.24,124.94519947391495,-8.965818030615992
2025-26,2,9,regular_season,1430,2026-01-11,4,8,臺北台新戰神,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1430/stats,42,77,28,44,14,33,16,21,12,31,43,22,7,2,17,21,0.5454545454545454,0.6363636363636364,0.42424242424242425,0.7619047619047619,0.545,0.636,0.424,0.762,114,108,35,16,19,5,20,1,20,40,17,2,W,91.24,124.94519947391495,93.12,115.97938144329896,8.965818030615992
2025-26,2,9,regular_season,1431,2026-01-17,4,3,福爾摩沙夢想家,7,新北國王,home,https://api.tpbl.basketball/api/games/1431/stats,44,83,34,58,10,25,18,26,13,42,55,19,9,3,12,16,0.5301204819277109,0.5862068965517241,0.4,0.6923076923076923,0.53,0.586,0.4,0.6920000000000001,116,96,39,24,15,8,15,1,13,62,11,17,W,93.44,124.14383561643837,94.72,101.35135135135135,22.792484265087012
2025-26,2,9,regular_season,1431,2026-01-17,4,7,新北國王,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1431/stats,37,85,23,42,14,43,8,13,11,30,41,25,5,3,15,23,0.43529411764705883,0.5476190476190477,0.32558139534883723,0.6153846153846154,0.435,0.5479999999999999,0.326,0.615,96,116,48,19,29,5,22,1,20,42,13,11,L,94.72,101.35135135135135,93.44,124.14383561643837,-22.792484265087012
2025-26,2,9,regular_season,1432,2026-01-17,4,6,新北中信特攻,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1432/stats,39,74,28,45,11,29,6,14,12,42,54,29,14,2,29,18,0.527027027027027,0.6222222222222222,0.3793103448275862,0.42857142857142855,0.527,0.622,0.379,0.429,95,79,35,17,18,8,15,2,17,56,9,18,W,97.16,97.7768629065459,94.6,83.50951374207189,14.267349164474012
2025-26,2,9,regular_season,1432,2026-01-17,4,8,臺北台新戰神,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1432/stats,29,76,18,37,11,39,10,15,9,26,35,13,14,1,21,17,0.3815789473684211,0.4864864864864865,0.28205128205128205,0.6666666666666666,0.382,0.486,0.282,0.667,79,95,47,19,28,5,15,1,15,26,12,2,L,94.6,83.50951374207189,97.16,97.7768629065459,-14.267349164474012
2025-26,2,9,regular_season,1433,2026-01-18,4,3,福爾摩沙夢想家,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1433/stats,32,86,23,52,9,34,18,25,18,47,65,14,6,6,21,20,0.37209302325581395,0.4423076923076923,0.2647058823529412,0.72,0.37200000000000005,0.442,0.265,0.72,91,98,54,29,25,7,18,2,19,44,14,7,L,100.0,91.0,98.8,99.19028340080972,-8.190283400809719
2025-26,2,9,regular_season,1433,2026-01-18,4,5,桃園台啤永豐雲豹,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1433/stats,35,101,22,67,13,34,15,20,19,36,55,21,13,1,8,17,0.3465346534653465,0.3283582089552239,0.38235294117647056,0.75,0.34700000000000003,0.32799999999999996,0.382,0.75,98,91,66,45,21,5,17,0,17,28,15,17,W,98.8,99.19028340080972,100.0,91.0,8.190283400809719
2025-26,2,9,regular_season,1434,2026-01-18,4,4,新竹御嵿攻城獅,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1434/stats,32,70,22,43,10,27,27,38,13,35,48,20,6,5,12,24,0.45714285714285713,0.5116279069767442,0.37037037037037035,0.7105263157894737,0.457,0.512,0.37,0.711,101,98,38,21,17,11,21,3,24,38,7,8,W,85.72,117.82547830144657,87.44,112.0768526989936,5.748625602452961
2025-26,2,9,regular_season,1434,2026-01-18,4,8,臺北台新戰神,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1434/stats,31,75,18,39,13,36,23,26,10,29,39,17,5,1,11,32,0.41333333333333333,0.46153846153846156,0.3611111111111111,0.8846153846153846,0.413,0.462,0.361,0.885,98,101,44,21,23,3,31,1,32,24,8,0,L,87.44,112.0768526989936,85.72,117.82547830144657,-5.748625602452961
2025-26,2,9,regular_season,1435,2026-01-24,4,2,高雄全家海神,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1435/stats,36,77,28,48,8,29,11,15,13,22,35,18,10,2,24,21,0.4675324675324675,0.5833333333333334,0.27586206896551724,0.7333333333333333,0.46799999999999997,0.583,0.276,0.733,91,133,41,20,21,4,19,2,21,46,19,8,L,94.6,96.19450317124736,99.48,133.6952151186168,-37.50071194736944
2025-26,2,9,regular_season,1435,2026-01-24,4,6,新北中信特攻,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1435/stats,51,86,32,41,19,45,12,17,12,28,40,36,18,1,18,18,0.5930232558139535,0.7804878048780488,0.4222222222222222,0.7058823529411765,0.593,0.78,0.42200000000000004,0.706,133,91,35,9,26,5,16,2,18,56,14,12,W,99.48,133.6952151186168,94.6,96.19450317124736,37.50071194736944
2025-26,2,9,regular_season,1436,2026-01-24,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1436/stats,29,78,20,47,9,31,24,32,17,33,50,19,9,5,19,29,0.3717948717948718,0.425531914893617,0.2903225806451613,0.75,0.37200000000000005,0.426,0.29,0.75,91,95,49,27,22,8,26,3,28,34,19,10,L,94.08,96.72619047619048,94.28,100.76368264743317,-4.03749217124269
2025-26,2,9,regular_season,1436,2026-01-24,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1436/stats,30,75,22,53,8,22,27,37,16,37,53,19,8,1,19,24,0.4,0.41509433962264153,0.36363636363636365,0.7297297297297297,0.4,0.415,0.364,0.73,95,91,45,31,14,10,22,2,24,40,17,8,W,94.28,100.76368264743317,94.08,96.72619047619048,4.03749217124269
2025-26,2,9,regular_season,1437,2026-01-25,4,6,新北中信特攻,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1437/stats,40,80,26,39,14,41,10,15,9,27,36,26,7,3,11,19,0.5,0.6666666666666666,0.34146341463414637,0.6666666666666666,0.5,0.667,0.341,0.667,104,112,40,13,27,5,19,0,19,50,8,7,L,88.6,117.38148984198646,88.68,126.29679747406404,-8.915307632077571
2025-26,2,9,regular_season,1437,2026-01-25,4,8,臺北台新戰神,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1437/stats,38,77,19,34,19,43,17,22,10,33,43,27,5,2,12,15,0.4935064935064935,0.5588235294117647,0.4418604651162791,0.7727272727272727,0.494,0.5589999999999999,0.442,0.773,112,104,39,15,24,5,15,0,15,32,11,11,W,88.68,126.29679747406404,88.6,117.38148984198646,8.915307632077571
2025-26,2,9,regular_season,1438,2026-01-25,4,4,新竹御嵿攻城獅,7,新北國王,home,https://api.tpbl.basketball/api/games/1438/stats,29,76,20,44,9,32,20,29,11,32,43,17,11,1,12,16,0.3815789473684211,0.45454545454545453,0.28125,0.6896551724137931,0.382,0.455,0.281,0.69,87,94,47,24,23,9,15,1,15,34,13,6,L,89.76,96.92513368983957,89.72,104.77039679001338,-7.84526310017381
2025-26,2,9,regular_season,1438,2026-01-25,4,7,新北國王,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1438/stats,35,80,20,46,15,34,9,13,15,39,54,18,8,2,19,23,0.4375,0.43478260869565216,0.4411764705882353,0.6923076923076923,0.43799999999999994,0.435,0.441,0.6920000000000001,94,87,45,26,19,4,20,3,22,30,15,5,W,89.72,104.77039679001338,89.76,96.92513368983957,7.84526310017381
2025-26,2,9,regular_season,1439,2026-01-31,4,3,福爾摩沙夢想家,7,新北國王,home,https://api.tpbl.basketball/api/games/1439/stats,34,91,21,56,13,35,16,24,20,33,53,18,5,2,13,12,0.37362637362637363,0.375,0.37142857142857144,0.6666666666666666,0.374,0.375,0.371,0.667,97,114,57,35,22,8,11,1,12,38,10,2,L,94.56,102.58037225042301,89.96,126.72298799466431,-24.142615744241297
2025-26,2,9,regular_season,1439,2026-01-31,4,7,新北國王,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1439/stats,42,81,20,38,22,43,8,9,5,38,43,25,8,6,10,22,0.5185185185185185,0.5263157894736842,0.5116279069767442,0.8888888888888888,0.519,0.526,0.512,0.889,114,97,39,18,21,1,22,0,21,30,2,16,W,89.96,126.72298799466431,94.56,102.58037225042301,24.142615744241297
2025-26,2,9,regular_season,1440,2026-01-31,4,4,新竹御嵿攻城獅,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1440/stats,31,74,21,45,10,29,16,20,11,38,49,25,12,6,23,18,0.4189189189189189,0.4666666666666667,0.3448275862068966,0.8,0.419,0.467,0.345,0.8,88,92,43,24,19,4,17,1,18,34,16,12,L,94.8,92.82700421940929,96.36,95.47530095475301,-2.6482967353437203
2025-26,2,9,regular_season,1440,2026-01-31,4,5,桃園台啤永豐雲豹,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1440/stats,37,84,29,64,8,20,10,19,14,33,47,23,13,4,18,16,0.44047619047619047,0.453125,0.4,0.5263157894736842,0.44,0.45299999999999996,0.4,0.526,92,88,47,35,12,9,16,0,16,48,6,13,W,96.36,95.47530095475301,94.8,92.82700421940929,2.6482967353437203
2025-26,2,9,regular_season,1441,2026-02-01,4,2,高雄全家海神,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1441/stats,34,86,23,42,11,44,14,16,18,29,47,25,10,1,18,22,0.3953488372093023,0.5476190476190477,0.25,0.875,0.395,0.5479999999999999,0.25,0.875,93,96,52,19,33,2,20,2,21,38,17,9,L,93.04,99.95700773860705,91.44,104.98687664041995,-5.029868901812904
2025-26,2,9,regular_season,1441,2026-02-01,4,3,福爾摩沙夢想家,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1441/stats,33,82,24,47,9,35,21,26,22,33,55,21,12,4,20,19,0.4024390243902439,0.5106382978723404,0.2571428571428571,0.8076923076923077,0.402,0.511,0.257,0.8079999999999999,96,93,49,23,26,5,18,1,18,44,20,10,W,91.44,104.98687664041995,93.04,99.95700773860705,5.029868901812904
2025-26,2,9,regular_season,1442,2026-02-01,4,5,桃園台啤永豐雲豹,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1442/stats,36,86,27,53,9,33,17,23,14,35,49,18,10,5,12,21,0.4186046511627907,0.5094339622641509,0.2727272727272727,0.7391304347826086,0.419,0.509,0.273,0.7390000000000001,98,87,50,26,24,6,21,0,20,40,12,11,W,94.12,104.1223969400765,95.44,91.15674769488685,12.965649245189653
2025-26,2,9,regular_season,1442,2026-02-01,4,8,臺北台新戰神,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1442/stats,32,73,24,40,8,33,15,26,10,38,48,17,6,2,21,23,0.4383561643835616,0.6,0.24242424242424243,0.5769230769230769,0.43799999999999994,0.6,0.242,0.5770000000000001,87,98,41,16,25,11,19,4,22,40,14,8,L,95.44,91.15674769488685,94.12,104.1223969400765,-12.965649245189653
2025-26,2,9,regular_season,1443,2026-02-07,4,2,高雄全家海神,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1443/stats,27,86,18,54,9,32,12,16,18,33,51,13,11,1,24,22,0.313953488372093,0.3333333333333333,0.28125,0.75,0.314,0.33299999999999996,0.281,0.75,75,101,59,36,23,4,19,3,22,36,16,2,L,99.04,75.72697899838448,97.56,103.5260352603526,-27.79905626196812
2025-26,2,9,regular_season,1443,2026-02-07,4,5,桃園台啤永豐雲豹,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1443/stats,40,73,33,50,7,23,14,24,6,39,45,24,11,5,20,16,0.547945205479452,0.66,0.30434782608695654,0.5833333333333334,0.5479999999999999,0.66,0.304,0.583,101,75,33,17,16,10,14,2,16,60,11,18,W,97.56,103.5260352603526,99.04,75.72697899838448,27.79905626196812
2025-26,2,9,regular_season,1444,2026-02-07,4,7,新北國王,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1444/stats,35,72,21,37,14,35,14,15,9,35,44,23,9,1,21,27,0.4861111111111111,0.5675675675675675,0.4,0.9333333333333333,0.486,0.568,0.4,0.9329999999999999,98,96,37,16,21,1,24,2,25,30,9,10,W,90.6,108.16777041942605,87.28,109.99083409715857,-1.8230636777325202
2025-26,2,9,regular_season,1444,2026-02-07,4,8,臺北台新戰神,7,新北國王,home,https://api.tpbl.basketball/api/games/1444/stats,29,68,20,38,9,30,29,37,9,27,36,15,11,1,12,19,0.4264705882352941,0.5263157894736842,0.3,0.7837837837837838,0.426,0.526,0.3,0.784,96,98,39,18,21,8,19,0,17,32,8,6,L,87.28,109.99083409715857,90.6,108.16777041942605,1.8230636777325202
2025-26,2,9,regular_season,1445,2026-02-08,4,2,高雄全家海神,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1445/stats,28,77,18,40,10,37,18,24,16,30,46,16,9,1,24,21,0.36363636363636365,0.45,0.2702702702702703,0.75,0.364,0.45,0.27,0.75,84,113,49,22,27,6,21,0,20,32,21,6,L,95.56,87.90288823775639,99.56,113.49939734833266,-25.596509110576278
2025-26,2,9,regular_season,1445,2026-02-08,4,6,新北中信特攻,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1445/stats,40,86,28,51,12,35,21,24,11,34,45,30,20,3,14,23,0.46511627906976744,0.5490196078431373,0.34285714285714286,0.875,0.465,0.5489999999999999,0.34299999999999997,0.875,113,84,46,23,23,3,21,2,22,48,12,30,W,99.56,113.49939734833266,95.56,87.90288823775639,25.596509110576278
2025-26,2,9,regular_season,1446,2026-02-08,4,3,福爾摩沙夢想家,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1446/stats,37,85,22,45,15,40,15,20,15,41,56,28,4,6,8,21,0.43529411764705883,0.4888888888888889,0.375,0.75,0.435,0.489,0.375,0.75,104,91,48,23,25,5,20,1,20,42,17,4,W,86.8,119.81566820276498,87.76,103.69188696444849,16.123781238316496
2025-26,2,9,regular_season,1446,2026-02-08,4,8,臺北台新戰神,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1446/stats,26,81,10,31,16,50,23,29,14,35,49,16,4,3,8,19,0.32098765432098764,0.3225806451612903,0.32,0.7931034482758621,0.321,0.32299999999999995,0.32,0.7929999999999999,91,104,55,21,34,6,18,1,19,14,4,3,L,87.76,103.69188696444849,86.8,119.81566820276498,-16.123781238316496
2025-26,2,9,regular_season,1447,2026-02-11,4,2,高雄全家海神,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1447/stats,36,85,21,42,15,43,17,21,22,33,55,23,9,2,16,30,0.4235294117647059,0.5,0.3488372093023256,0.8095238095238095,0.424,0.5,0.349,0.81,104,90,49,21,28,4,28,1,27,40,14,2,W,88.24,117.86038077969175,87.03999999999999,103.40073529411765,14.4596454855741
2025-26,2,9,regular_season,1447,2026-02-11,4,8,臺北台新戰神,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1447/stats,26,63,17,33,9,30,29,41,9,26,35,18,9,3,15,24,0.4126984126984127,0.5151515151515151,0.3,0.7073170731707317,0.413,0.515,0.3,0.7070000000000001,90,104,37,16,21,12,21,3,24,28,6,13,L,87.03999999999999,103.40073529411765,88.24,117.86038077969175,-14.4596454855741
2025-26,2,9,regular_season,1448,2026-02-14,4,7,新北國王,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1448/stats,43,89,30,53,13,36,17,27,15,33,48,32,14,5,13,22,0.48314606741573035,0.5660377358490566,0.3611111111111111,0.6296296296296297,0.483,0.5660000000000001,0.361,0.63,116,95,46,23,23,10,21,1,21,60,10,18,W,98.88,117.31391585760518,96.08,98.8759367194005,18.437979138204682
2025-26,2,9,regular_season,1448,2026-02-14,4,8,臺北台新戰神,7,新北國王,away,https://api.tpbl.basketball/api/games/1448/stats,31,72,20,38,11,34,22,32,12,37,49,17,8,2,22,22,0.4305555555555556,0.5263157894736842,0.3235294117647059,0.6875,0.431,0.526,0.324,0.688,95,116,41,18,23,10,22,0,20,30,9,6,L,96.08,98.8759367194005,98.88,117.31391585760518,-18.437979138204682
2025-26,2,9,regular_season,1449,2026-02-14,4,3,福爾摩沙夢想家,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1449/stats,37,77,25,48,12,29,14,22,13,35,48,27,5,2,15,21,0.4805194805194805,0.5208333333333334,0.41379310344827586,0.6363636363636364,0.48100000000000004,0.521,0.414,0.636,100,98,40,23,17,8,18,3,20,34,10,2,W,88.68,112.76499774470004,93.24,105.10510510510511,7.659892639594929
2025-26,2,9,regular_season,1449,2026-02-14,4,5,桃園台啤永豐雲豹,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1449/stats,37,96,26,62,11,34,13,21,24,29,53,24,7,4,12,19,0.3854166666666667,0.41935483870967744,0.3235294117647059,0.6190476190476191,0.385,0.419,0.324,0.619,98,100,59,36,23,8,17,2,19,36,21,14,L,93.24,105.10510510510511,88.68,112.76499774470004,-7.659892639594929
2025-26,2,9,regular_season,1450,2026-02-15,4,4,新竹御嵿攻城獅,7,新北國王,away,https://api.tpbl.basketball/api/games/1450/stats,32,80,20,48,12,32,9,13,10,31,41,21,8,4,15,18,0.4,0.4166666666666667,0.375,0.6923076923076923,0.4,0.41700000000000004,0.375,0.6920000000000001,85,100,48,28,20,4,17,1,17,36,9,8,L,90.72,93.69488536155202,90.36,110.66843736166446,-16.973552000112434
2025-26,2,9,regular_season,1450,2026-02-15,4,7,新北國王,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1450/stats,36,81,25,49,11,32,17,19,13,40,53,26,8,3,14,16,0.4444444444444444,0.5102040816326531,0.34375,0.8947368421052632,0.444,0.51,0.344,0.895,100,85,45,24,21,2,16,0,16,36,13,13,W,90.36,110.66843736166446,90.72,93.69488536155202,16.973552000112434
2025-26,2,9,regular_season,1451,2026-02-15,4,5,桃園台啤永豐雲豹,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1451/stats,35,80,28,51,7,29,19,24,13,39,52,20,11,6,13,18,0.4375,0.5490196078431373,0.2413793103448276,0.7916666666666666,0.43799999999999994,0.5489999999999999,0.24100000000000002,0.792,96,93,45,23,22,5,17,1,16,42,15,17,W,90.56,106.00706713780919,92.24,100.82393755420642,5.1831295836027635
2025-26,2,9,regular_season,1451,2026-02-15,4,6,新北中信特攻,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1451/stats,32,92,20,55,12,37,17,21,24,33,57,22,6,3,15,18,0.34782608695652173,0.36363636363636365,0.32432432432432434,0.8095238095238095,0.348,0.364,0.324,0.81,93,96,60,35,25,4,17,1,18,28,20,7,L,92.24,100.82393755420642,90.56,106.00706713780919,-5.1831295836027635
2025-26,2,9,regular_season,1452,2026-03-04,4,5,桃園台啤永豐雲豹,7,新北國王,away,https://api.tpbl.basketball/api/games/1452/stats,44,82,37,63,7,19,21,30,14,37,51,21,7,3,14,18,0.5365853658536586,0.5873015873015873,0.3684210526315789,0.7,0.537,0.5870000000000001,0.368,0.7,116,100,38,26,12,9,17,1,18,66,21,8,W,95.2,121.84873949579831,94.48,105.84250635055038,16.006233145247933
2025-26,2,9,regular_season,1452,2026-03-04,4,7,新北國王,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1452/stats,39,95,29,61,10,34,12,17,21,25,46,23,6,1,13,25,0.4105263157894737,0.47540983606557374,0.29411764705882354,0.7058823529411765,0.41100000000000003,0.475,0.294,0.706,100,116,56,32,24,5,22,3,23,48,21,8,L,94.48,105.84250635055038,95.2,121.84873949579831,-16.006233145247933
