season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,FGM,FGA,two_PM,two_PA,three_PM,three_PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,FG_pct,two_P_pct,three_P_pct,FT_pct,source_FG_pct,source_two_P_pct,source_three_P_pct,source_FT_pct,team_points,opponent_points,source_field_goals_missed,source_two_pointers_missed,source_three_pointers_missed,source_free_throws_missed,source_defensive_fouls,source_offensive_fouls,source_personal_fouls,source_points_in_paint,source_second_chance_points,source_fast_break_points,win_loss,possessions_est,ORtg,opponent_possessions_est,DRtg,Net_Rating
2025-26,2,9,regular_season,1390,2025-11-09,4,7,新北國王,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1390/stats,35,81,18,39,17,42,24,29,17,37,54,28,13,2,18,23,0.43209876543209874,0.46153846153846156,0.40476190476190477,0.8275862068965517,0.43200000000000005,0.462,0.405,0.828,111,94,46,21,25,5,22,1,23,34,17,16,W,94.76,117.13803292528492,94.2,99.78768577494692,17.350347150337996
2025-26,2,9,regular_season,1391,2025-11-09,4,5,桃園台啤永豐雲豹,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1391/stats,28,77,18,43,10,34,19,24,16,35,51,21,14,6,19,16,0.36363636363636365,0.4186046511627907,0.29411764705882354,0.7916666666666666,0.364,0.419,0.294,0.792,85,78,49,25,24,5,15,1,15,32,9,8,W,90.56,93.86042402826855,91.48,85.26453869698294,8.595885331285615
2025-26,2,9,regular_season,1391,2025-11-09,4,6,新北中信特攻,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1391/stats,32,85,25,55,7,30,7,17,20,33,53,20,11,3,19,24,0.3764705882352941,0.45454545454545453,0.23333333333333334,0.4117647058823529,0.376,0.455,0.233,0.41200000000000003,78,85,53,30,23,10,23,1,23,50,10,12,L,91.48,85.26453869698294,90.56,93.86042402826855,-8.595885331285615
2025-26,2,9,regular_season,1392,2025-11-12,4,3,福爾摩沙夢想家,7,新北國王,away,https://api.tpbl.basketball/api/games/1392/stats,34,75,29,44,5,31,18,26,17,40,57,16,6,4,27,22,0.4533333333333333,0.6590909090909091,0.16129032258064516,0.6923076923076923,0.45299999999999996,0.659,0.161,0.6920000000000001,91,94,41,15,26,8,19,3,21,46,16,13,L,96.44,94.3591870593115,95.76,98.16207184628237,-3.8028847869708784
2025-26,2,9,regular_season,1392,2025-11-12,4,7,新北國王,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1392/stats,31,86,23,51,8,35,24,29,20,26,46,21,13,2,17,22,0.36046511627906974,0.45098039215686275,0.22857142857142856,0.8275862068965517,0.36,0.451,0.22899999999999998,0.828,94,91,55,28,27,5,22,0,22,38,11,28,W,95.76,98.16207184628237,96.44,94.3591870593115,3.8028847869708784
2025-26,2,9,regular_season,1393,2025-11-15,4,4,新竹御嵿攻城獅,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1393/stats,33,77,20,39,13,38,23,28,9,34,43,20,6,5,10,19,0.42857142857142855,0.5128205128205128,0.34210526315789475,0.8214285714285714,0.429,0.513,0.342,0.821,102,85,44,19,25,5,19,0,19,30,3,9,W,90.32,112.93179805137291,93.36,91.04541559554413,21.88638245582878
2025-26,2,9,regular_season,1393,2025-11-15,4,6,新北中信特攻,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1393/stats,32,89,23,52,9,37,12,19,22,37,59,18,7,0,18,22,0.3595505617977528,0.4423076923076923,0.24324324324324326,0.631578947368421,0.36,0.442,0.243,0.632,85,102,57,29,28,7,20,2,20,42,21,13,L,93.36,91.04541559554413,90.32,112.93179805137291,-21.88638245582878
2025-26,2,9,regular_season,1394,2025-11-15,4,7,新北國王,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1394/stats,33,81,18,36,15,45,6,8,12,37,49,24,6,5,17,22,0.4074074074074074,0.5,0.3333333333333333,0.75,0.40700000000000003,0.5,0.33299999999999996,0.75,87,97,48,18,30,2,21,1,22,28,10,13,L,89.52,97.18498659517427,92.68,104.66119982736296,-7.476213232188698
2025-26,2,9,regular_season,1394,2025-11-15,4,8,臺北台新戰神,7,新北國王,home,https://api.tpbl.basketball/api/games/1394/stats,37,96,27,59,10,37,13,22,25,37,62,13,10,4,12,11,0.3854166666666667,0.4576271186440678,0.2702702702702703,0.5909090909090909,0.385,0.45799999999999996,0.27,0.591,97,87,59,32,27,9,11,0,11,50,22,8,W,92.68,104.66119982736296,89.52,97.18498659517427,7.476213232188698
2025-26,2,9,regular_season,1395,2025-11-16,4,2,高雄全家海神,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1395/stats,35,85,21,48,14,37,5,10,12,28,40,21,8,1,18,29,0.4117647058823529,0.4375,0.3783783783783784,0.5,0.41200000000000003,0.43799999999999994,0.37799999999999995,0.5,89,97,50,27,23,5,27,2,29,36,8,20,L,95.4,93.29140461215933,88.96000000000001,109.03776978417265,-15.746365172013327
2025-26,2,9,regular_season,1395,2025-11-16,4,4,新竹御嵿攻城獅,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1395/stats,33,71,27,46,6,25,25,34,14,38,52,16,8,3,17,17,0.4647887323943662,0.5869565217391305,0.24,0.7352941176470589,0.465,0.5870000000000001,0.24,0.735,97,89,38,19,19,9,15,2,16,48,10,9,W,88.96000000000001,109.03776978417265,95.4,93.29140461215933,15.746365172013327
2025-26,2,9,regular_season,1396,2025-11-16,4,5,桃園台啤永豐雲豹,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1396/stats,42,78,32,58,10,20,18,26,19,40,59,25,10,2,25,20,0.5384615384615384,0.5517241379310345,0.5,0.6923076923076923,0.5379999999999999,0.552,0.5,0.6920000000000001,112,102,36,26,10,8,18,2,19,52,26,8,W,95.44,117.3512154233026,98.68,103.36441021483583,13.986805208466777
2025-26,2,9,regular_season,1396,2025-11-16,4,8,臺北台新戰神,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1396/stats,37,88,21,43,16,45,12,22,14,22,36,27,14,5,15,23,0.42045454545454547,0.4883720930232558,0.35555555555555557,0.5454545454545454,0.42,0.488,0.35600000000000004,0.545,102,112,51,22,29,10,21,2,22,32,14,22,L,98.68,103.36441021483583,95.44,117.3512154233026,-13.986805208466777
2025-26,2,9,regular_season,1397,2025-11-19,4,2,高雄全家海神,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1397/stats,44,75,30,46,14,29,10,13,9,35,44,32,12,3,23,24,0.5866666666666667,0.6521739130434783,0.4827586206896552,0.7692307692307693,0.5870000000000001,0.652,0.483,0.769,112,90,31,16,15,3,22,2,23,56,14,25,W,94.72,118.24324324324324,91.32,98.5545335085414,19.688709734701845
2025-26,2,9,regular_season,1397,2025-11-19,4,5,桃園台啤永豐雲豹,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1397/stats,32,78,21,44,11,34,15,28,17,24,41,26,10,1,18,15,0.41025641025641024,0.4772727272727273,0.3235294117647059,0.5357142857142857,0.41,0.47700000000000004,0.324,0.536,90,112,46,23,23,13,15,0,15,38,12,16,L,91.32,98.5545335085414,94.72,118.24324324324324,-19.688709734701845
2025-26,2,9,regular_season,1398,2025-11-22,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1398/stats,40,71,27,41,13,30,20,26,10,33,43,28,11,3,24,21,0.5633802816901409,0.6585365853658537,0.43333333333333335,0.7692307692307693,0.563,0.659,0.433,0.769,113,98,31,14,17,6,20,1,21,48,13,9,W,96.44,117.17129821650768,95.16,102.98444724674233,14.186850969765345
2025-26,2,9,regular_season,1398,2025-11-22,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1398/stats,38,83,27,53,11,30,11,14,13,21,34,16,14,1,19,20,0.4578313253012048,0.5094339622641509,0.36666666666666664,0.7857142857142857,0.45799999999999996,0.509,0.36700000000000005,0.7859999999999999,98,113,45,26,19,3,18,2,20,50,14,18,L,95.16,102.98444724674233,96.44,117.17129821650768,-14.186850969765345
2025-26,2,9,regular_season,1399,2025-11-22,4,5,桃園台啤永豐雲豹,7,新北國王,home,https://api.tpbl.basketball/api/games/1399/stats,35,75,31,56,4,19,29,38,9,37,46,24,12,4,17,17,0.4666666666666667,0.5535714285714286,0.21052631578947367,0.7631578947368421,0.467,0.5539999999999999,0.21100000000000002,0.763,103,101,40,25,15,9,15,2,16,60,6,11,W,99.72,103.28920978740473,100.48,100.51751592356688,2.7716938638378537
2025-26,2,9,regular_season,1399,2025-11-22,4,7,新北國王,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1399/stats,38,93,25,54,13,39,12,17,16,36,52,25,13,2,16,29,0.40860215053763443,0.46296296296296297,0.3333333333333333,0.7058823529411765,0.409,0.46299999999999997,0.33299999999999996,0.706,101,103,55,29,26,5,28,1,28,46,15,8,L,100.48,100.51751592356688,99.72,103.28920978740473,-2.7716938638378537
2025-26,2,9,regular_season,1400,2025-11-23,4,3,福爾摩沙夢想家,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1400/stats,39,77,15,27,24,50,26,34,14,34,48,30,14,7,20,19,0.5064935064935064,0.5555555555555556,0.48,0.7647058823529411,0.506,0.556,0.48,0.765,128,117,38,12,26,8,18,1,18,26,9,9,W,97.96000000000001,130.66557778685177,99.0,118.18181818181819,12.483759605033583
2025-26,2,9,regular_season,1400,2025-11-23,4,8,臺北台新戰神,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1400/stats,44,88,27,56,17,32,12,25,16,28,44,13,11,0,16,27,0.5,0.48214285714285715,0.53125,0.48,0.5,0.48200000000000004,0.531,0.48,117,128,44,29,15,13,24,3,25,48,12,10,L,99.0,118.18181818181819,97.96000000000001,130.66557778685177,-12.483759605033583
2025-26,2,9,regular_season,1401,2025-11-23,4,5,桃園台啤永豐雲豹,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1401/stats,34,83,21,52,13,31,19,29,22,40,62,25,5,5,13,17,0.40963855421686746,0.40384615384615385,0.41935483870967744,0.6551724137931034,0.41,0.40399999999999997,0.419,0.655,100,77,49,31,18,10,16,1,16,34,19,8,W,86.76,115.2604887044721,86.72,88.79151291512915,26.46897578934295
2025-26,2,9,regular_season,1401,2025-11-23,4,6,新北中信特攻,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1401/stats,30,80,21,46,9,34,8,13,12,30,42,18,5,7,13,21,0.375,0.45652173913043476,0.2647058823529412,0.6153846153846154,0.375,0.457,0.265,0.615,77,100,50,25,25,5,20,1,21,38,9,2,L,86.72,88.79151291512915,86.76,115.2604887044721,-26.46897578934295
2025-26,2,9,regular_season,1402,2025-12-03,4,4,新竹御嵿攻城獅,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1402/stats,32,83,21,45,11,38,23,28,13,38,51,24,8,1,16,26,0.3855421686746988,0.4666666666666667,0.2894736842105263,0.8214285714285714,0.386,0.467,0.289,0.821,98,100,51,24,27,5,24,2,26,36,10,21,L,98.32,99.67453213995118,96.84,103.26311441553077,-3.588582275579583
2025-26,2,9,regular_season,1402,2025-12-03,4,8,臺北台新戰神,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1402/stats,32,81,22,47,10,34,26,36,15,39,54,15,11,2,15,22,0.3950617283950617,0.46808510638297873,0.29411764705882354,0.7222222222222222,0.395,0.46799999999999997,0.294,0.722,100,98,49,25,24,10,22,0,21,44,13,9,W,96.84,103.26311441553077,98.32,99.67453213995118,3.588582275579583
2025-26,2,9,regular_season,1403,2025-12-06,4,4,新竹御嵿攻城獅,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1403/stats,35,90,30,64,5,26,19,25,22,33,55,18,7,1,14,19,0.3888888888888889,0.46875,0.19230769230769232,0.76,0.389,0.469,0.192,0.76,94,96,55,34,21,6,19,0,19,46,19,4,L,93.0,101.0752688172043,93.8,102.3454157782516,-1.2701469610473026
2025-26,2,9,regular_season,1403,2025-12-06,4,5,桃園台啤永豐雲豹,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1403/stats,35,84,25,51,10,33,16,20,17,36,53,26,9,6,18,24,0.4166666666666667,0.49019607843137253,0.30303030303030304,0.8,0.41700000000000004,0.49,0.303,0.8,96,94,49,26,23,4,23,1,23,40,16,17,W,93.8,102.3454157782516,93.0,101.0752688172043,1.2701469610473026
2025-26,2,9,regular_season,1404,2025-12-06,4,6,新北中信特攻,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1404/stats,42,81,35,55,7,26,17,26,15,29,44,26,12,2,18,29,0.5185185185185185,0.6363636363636364,0.2692307692307692,0.6538461538461539,0.519,0.636,0.26899999999999996,0.654,108,104,39,20,19,9,28,1,28,64,15,21,W,95.44,113.16010058675607,99.4,104.62776659959758,8.532333987158495
2025-26,2,9,regular_season,1404,2025-12-06,4,8,臺北台新戰神,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1404/stats,33,76,25,45,8,31,30,35,13,25,38,22,13,3,21,25,0.4342105263157895,0.5555555555555556,0.25806451612903225,0.8571428571428571,0.434,0.556,0.258,0.857,104,108,43,20,23,5,24,1,25,46,15,15,L,99.4,104.62776659959758,95.44,113.16010058675607,-8.532333987158495
2025-26,2,9,regular_season,1405,2025-12-07,4,3,福爾摩沙夢想家,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1405/stats,34,89,25,47,9,42,15,23,21,33,54,14,8,6,12,23,0.38202247191011235,0.5319148936170213,0.21428571428571427,0.6521739130434783,0.382,0.532,0.214,0.652,92,105,55,22,33,8,21,2,22,44,17,6,L,90.12,102.0861074123391,90.56,115.9452296819788,-13.859122269639698
2025-26,2,9,regular_season,1405,2025-12-07,4,5,桃園台啤永豐雲豹,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1405/stats,36,80,22,47,14,33,19,24,13,39,52,21,7,8,13,21,0.45,0.46808510638297873,0.42424242424242425,0.7916666666666666,0.45,0.46799999999999997,0.424,0.792,105,92,44,25,19,5,20,1,21,40,7,13,W,90.56,115.9452296819788,90.12,102.0861074123391,13.859122269639698
2025-26,2,9,regular_season,1406,2025-12-07,5,2,高雄全家海神,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1406/stats,32,85,22,42,10,43,17,24,15,30,45,20,15,1,22,23,0.3764705882352941,0.5238095238095238,0.23255813953488372,0.7083333333333334,0.376,0.524,0.233,0.708,91,96,53,20,33,7,23,0,23,44,15,13,L,102.56,88.72854914196567,104.32,92.02453987730063,-3.2959907353349536
2025-26,2,9,regular_season,1406,2025-12-07,5,8,臺北台新戰神,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1406/stats,35,74,27,49,8,25,18,28,12,40,52,21,11,2,30,22,0.47297297297297297,0.5510204081632653,0.32,0.6428571428571429,0.473,0.551,0.32,0.643,96,91,39,22,17,10,19,3,20,54,12,4,W,104.32,92.02453987730063,102.56,88.72854914196567,3.2959907353349536
2025-26,2,9,regular_season,1407,2025-12-13,4,2,高雄全家海神,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1407/stats,36,78,25,50,11,28,16,18,11,22,33,21,12,0,12,26,0.46153846153846156,0.5,0.39285714285714285,0.8888888888888888,0.462,0.5,0.39299999999999996,0.889,99,89,42,25,17,2,23,3,25,44,11,9,W,86.92,113.89783709157847,89.36,99.5971351835273,14.300701908051167
2025-26,2,9,regular_season,1407,2025-12-13,4,4,新竹御嵿攻城獅,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1407/stats,34,69,24,39,10,30,11,19,14,33,47,16,9,5,26,19,0.4927536231884058,0.6153846153846154,0.3333333333333333,0.5789473684210527,0.493,0.615,0.33299999999999996,0.579,89,99,35,15,20,8,16,3,19,40,13,12,L,89.36,99.5971351835273,86.92,113.89783709157847,-14.300701908051167
2025-26,2,9,regular_season,1408,2025-12-13,4,5,桃園台啤永豐雲豹,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1408/stats,28,88,18,43,10,45,9,9,13,30,43,18,6,1,14,20,0.3181818181818182,0.4186046511627907,0.2222222222222222,1.0,0.318,0.419,0.222,1.0,75,85,60,25,35,0,19,1,20,26,7,11,L,92.96,80.67986230636834,92.56,91.83232497839239,-11.152462672024058
2025-26,2,9,regular_season,1408,2025-12-13,4,6,新北中信特攻,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1408/stats,32,78,26,54,6,24,15,24,16,45,61,17,6,6,20,14,0.41025641025641024,0.48148148148148145,0.25,0.625,0.41,0.48100000000000004,0.25,0.625,85,75,46,28,18,9,12,2,14,44,16,12,W,92.56,91.83232497839239,92.96,80.67986230636834,11.152462672024058
2025-26,2,9,regular_season,1409,2025-12-14,4,2,高雄全家海神,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1409/stats,28,77,19,49,9,28,8,12,10,34,44,15,4,1,18,17,0.36363636363636365,0.3877551020408163,0.32142857142857145,0.6666666666666666,0.364,0.38799999999999996,0.321,0.667,73,99,49,30,19,4,17,0,16,30,6,6,L,90.28,80.85954807266283,87.16,113.58421294171639,-32.724664869053555
2025-26,2,9,regular_season,1409,2025-12-14,4,3,福爾摩沙夢想家,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1409/stats,40,85,31,53,9,32,10,14,13,38,51,19,13,8,9,17,0.47058823529411764,0.5849056603773585,0.28125,0.7142857142857143,0.47100000000000003,0.585,0.281,0.7140000000000001,99,73,45,22,23,4,15,2,17,54,15,11,W,87.16,113.58421294171639,90.28,80.85954807266283,32.724664869053555
2025-26,2,9,regular_season,1410,2025-12-14,4,6,新北中信特攻,7,新北國王,home,https://api.tpbl.basketball/api/games/1410/stats,47,90,35,60,12,30,8,9,16,34,50,33,9,2,13,16,0.5222222222222223,0.5833333333333334,0.4,0.8888888888888888,0.522,0.583,0.4,0.889,114,111,43,25,18,1,16,0,16,68,15,12,W,90.96,125.32981530343008,93.04,119.30352536543421,6.02628993799587
2025-26,2,9,regular_season,1410,2025-12-14,4,7,新北國王,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1410/stats,42,81,25,42,17,39,10,16,8,27,35,19,7,2,13,15,0.5185185185185185,0.5952380952380952,0.4358974358974359,0.625,0.519,0.595,0.436,0.625,111,114,39,17,22,6,15,0,15,44,7,11,L,93.04,119.30352536543421,90.96,125.32981530343008,-6.02628993799587
2025-26,2,9,regular_season,1411,2025-12-20,4,5,桃園台啤永豐雲豹,7,新北國王,away,https://api.tpbl.basketball/api/games/1411/stats,38,85,23,54,15,31,12,18,10,31,41,24,6,5,11,14,0.4470588235294118,0.42592592592592593,0.4838709677419355,0.6666666666666666,0.447,0.426,0.484,0.667,103,125,47,31,16,6,14,0,13,34,9,12,L,93.92,109.66780238500851,95.48,130.91746962714703,-21.249667242138514
2025-26,2,9,regular_season,1411,2025-12-20,4,7,新北國王,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1411/stats,47,91,29,51,18,40,13,17,15,40,55,29,7,3,12,21,0.5164835164835165,0.5686274509803921,0.45,0.7647058823529411,0.516,0.569,0.45,0.765,125,103,44,22,22,4,20,1,21,44,19,19,W,95.48,130.91746962714703,93.92,109.66780238500851,21.249667242138514
2025-26,2,9,regular_season,1412,2025-12-20,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1412/stats,32,74,22,47,10,27,11,13,12,41,53,21,4,6,23,19,0.43243243243243246,0.46808510638297873,0.37037037037037035,0.8461538461538461,0.43200000000000005,0.46799999999999997,0.37,0.846,85,90,42,25,17,2,18,1,17,28,12,11,L,90.72,93.69488536155202,89.48,100.5811354492624,-6.88625008771038
2025-26,2,9,regular_season,1412,2025-12-20,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1412/stats,34,85,21,51,13,34,9,17,12,30,42,26,11,7,9,17,0.4,0.4117647058823529,0.38235294117647056,0.5294117647058824,0.4,0.41200000000000003,0.382,0.529,90,85,51,30,21,8,14,3,17,28,14,11,W,89.48,100.5811354492624,90.72,93.69488536155202,6.88625008771038
2025-26,2,9,regular_season,1413,2025-12-21,4,6,新北中信特攻,7,新北國王,away,https://api.tpbl.basketball/api/games/1413/stats,26,85,19,52,7,33,19,23,21,37,58,18,13,2,20,19,0.3058823529411765,0.36538461538461536,0.21212121212121213,0.8260869565217391,0.306,0.365,0.212,0.826,78,85,59,33,26,4,17,2,19,38,17,13,L,94.12,82.87292817679558,92.36,92.031182330013,-9.158254153217413
2025-26,2,9,regular_season,1413,2025-12-21,4,7,新北國王,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1413/stats,30,80,22,53,8,27,17,19,12,42,54,20,5,4,16,21,0.375,0.41509433962264153,0.2962962962962963,0.8947368421052632,0.375,0.415,0.29600000000000004,0.895,85,78,50,31,19,2,21,0,21,30,11,12,W,92.36,92.031182330013,94.12,82.87292817679558,9.158254153217413
2025-26,2,9,regular_season,1414,2025-12-21,4,4,新竹御嵿攻城獅,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1414/stats,31,73,25,43,6,30,15,29,10,32,42,21,7,3,13,23,0.4246575342465753,0.5813953488372093,0.2,0.5172413793103449,0.425,0.581,0.2,0.517,83,94,42,18,24,14,23,0,23,42,9,15,L,88.76,93.51059035601622,86.32,108.89712696941614,-15.386536613399912
2025-26,2,9,regular_season,1414,2025-12-21,4,8,臺北台新戰神,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1414/stats,32,79,24,55,8,24,22,28,19,37,56,20,7,1,14,24,0.4050632911392405,0.43636363636363634,0.3333333333333333,0.7857142857142857,0.405,0.436,0.33299999999999996,0.7859999999999999,94,83,47,31,16,6,23,1,20,40,13,11,W,86.32,108.89712696941614,88.76,93.51059035601622,15.386536613399912
2025-26,2,9,regular_season,1415,2025-12-24,4,4,新竹御嵿攻城獅,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1415/stats,36,82,23,48,13,34,13,21,11,36,47,29,10,3,15,20,0.43902439024390244,0.4791666666666667,0.38235294117647056,0.6190476190476191,0.439,0.479,0.382,0.619,98,82,46,25,21,8,19,1,20,38,12,6,W,95.24,102.89794204115918,95.44,85.91785414920369,16.980087891955492
2025-26,2,9,regular_season,1415,2025-12-24,4,5,桃園台啤永豐雲豹,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1415/stats,30,80,25,51,5,29,17,26,16,40,56,15,9,6,20,21,0.375,0.49019607843137253,0.1724137931034483,0.6538461538461539,0.375,0.49,0.172,0.654,82,98,50,26,24,9,20,1,20,44,20,2,L,95.44,85.91785414920369,95.24,102.89794204115918,-16.980087891955492
2025-26,2,9,regular_season,1416,2025-12-27,4,3,福爾摩沙夢想家,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1416/stats,31,71,17,38,14,33,32,44,18,39,57,25,13,7,17,15,0.43661971830985913,0.4473684210526316,0.42424242424242425,0.7272727272727273,0.43700000000000006,0.447,0.424,0.727,108,98,40,21,19,12,13,2,15,26,17,6,W,89.36,120.85944494180842,93.24,105.10510510510511,15.75433983670331
2025-26,2,9,regular_season,1416,2025-12-27,4,8,臺北台新戰神,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1416/stats,36,85,24,51,12,34,14,21,15,27,42,24,10,2,14,30,0.4235294117647059,0.47058823529411764,0.35294117647058826,0.6666666666666666,0.424,0.47100000000000003,0.353,0.667,98,108,49,27,22,7,30,0,30,34,10,16,L,93.24,105.10510510510511,89.36,120.85944494180842,-15.75433983670331
2025-26,2,9,regular_season,1417,2025-12-27,4,4,新竹御嵿攻城獅,7,新北國王,away,https://api.tpbl.basketball/api/games/1417/stats,37,76,26,47,11,29,12,21,10,36,46,24,5,7,12,14,0.4868421052631579,0.5531914893617021,0.3793103448275862,0.5714285714285714,0.48700000000000004,0.5529999999999999,0.379,0.5710000000000001,97,90,39,21,18,9,13,1,14,46,18,7,W,87.24,111.18752865657956,87.28,103.11640696608616,8.0711216904934
2025-26,2,9,regular_season,1417,2025-12-27,4,7,新北國王,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1417/stats,37,90,32,60,5,30,11,12,17,34,51,20,6,5,9,21,0.4111111111111111,0.5333333333333333,0.16666666666666666,0.9166666666666666,0.41100000000000003,0.5329999999999999,0.16699999999999998,0.917,90,97,53,28,25,1,21,0,21,48,20,13,L,87.28,103.11640696608616,87.24,111.18752865657956,-8.0711216904934
2025-26,2,9,regular_season,1418,2025-12-28,4,3,福爾摩沙夢想家,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1418/stats,37,91,24,47,13,44,17,25,21,32,53,15,13,3,24,21,0.4065934065934066,0.5106382978723404,0.29545454545454547,0.68,0.40700000000000003,0.511,0.295,0.68,104,118,54,23,31,8,20,1,19,42,19,11,L,105.0,99.04761904761905,105.56,111.78476695718075,-12.737147909561699
2025-26,2,9,regular_season,1418,2025-12-28,4,6,新北中信特攻,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1418/stats,41,89,23,43,18,46,18,24,17,36,53,26,16,2,23,21,0.4606741573033708,0.5348837209302325,0.391304347826087,0.75,0.461,0.535,0.391,0.75,118,104,48,20,28,6,21,0,20,46,11,27,W,105.56,111.78476695718075,105.0,99.04761904761905,12.737147909561699
2025-26,2,9,regular_season,1419,2025-12-28,4,2,高雄全家海神,7,新北國王,away,https://api.tpbl.basketball/api/games/1419/stats,29,73,22,40,7,33,17,21,15,35,50,14,6,1,19,20,0.3972602739726027,0.55,0.21212121212121213,0.8095238095238095,0.397,0.55,0.212,0.81,82,86,44,18,26,4,18,2,18,36,9,4,L,86.24,95.0834879406308,85.68,100.3734827264239,-5.289994785793098
2025-26,2,9,regular_season,1419,2025-12-28,4,7,新北國王,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1419/stats,31,76,22,45,9,31,15,22,10,29,39,17,9,3,10,18,0.40789473684210525,0.4888888888888889,0.2903225806451613,0.6818181818181818,0.408,0.489,0.29,0.682,86,82,45,23,22,7,17,1,17,30,17,6,W,85.68,100.3734827264239,86.24,95.0834879406308,5.289994785793098
2025-26,2,9,regular_season,1420,2025-12-31,4,6,新北中信特攻,7,新北國王,home,https://api.tpbl.basketball/api/games/1420/stats,36,79,28,50,8,29,14,20,8,41,49,27,9,0,13,18,0.45569620253164556,0.56,0.27586206896551724,0.7,0.456,0.56,0.276,0.7,94,82,43,22,21,6,17,1,18,48,7,16,W,92.8,101.29310344827587,90.72,90.38800705467372,10.90509639360215
2025-26,2,9,regular_season,1420,2025-12-31,4,7,新北國王,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1420/stats,32,89,23,54,9,35,9,13,17,35,52,17,4,3,13,14,0.3595505617977528,0.42592592592592593,0.2571428571428571,0.6923076923076923,0.36,0.426,0.257,0.6920000000000001,82,94,57,31,26,4,13,1,12,32,15,3,L,90.72,90.38800705467372,92.8,101.29310344827587,-10.90509639360215
2025-26,2,9,regular_season,1421,2026-01-03,4,2,高雄全家海神,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1421/stats,39,88,27,50,12,38,12,20,19,23,42,18,13,3,19,20,0.4431818181818182,0.54,0.3157894736842105,0.6,0.44299999999999995,0.54,0.316,0.6,102,108,49,23,26,8,18,2,19,48,18,15,L,96.8,105.37190082644628,95.36,113.25503355704699,-7.883132730600707
