season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,field_goals_made,field_goals_missed,field_goals_attempted,field_goals,field_goals_percentage,two_pointers_made,two_pointers_missed,two_pointers_attempted,two_pointers,two_pointers_percentage,three_pointers_made,three_pointers_missed,three_pointers_attempted,three_pointers,three_pointers_percentage,free_throws_made,free_throws_missed,free_throws_attempted,free_throws,free_throws_percentage,won_score,total_won_score,lost_score,total_lost_score,rebounds,defensive_rebounds,offensive_rebounds,defensive_fouls,offensive_fouls,personal_fouls,fouls,assists,steals,blocks,turnovers,points_in_paint,second_chance_points,fast_break_points,source_json
2025-26,2,9,regular_season,1381,2025-10-29,4,2,高雄全家海神,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1381/stats,27,44,71,27/71,38.0,15,21,36,15/36,41.7,12,23,35,12/35,34.3,20,10,30,20/30,66.7,86,86,99,99,36,27,9,29,1,28,30,18,9,1,19,26,6,8,"{""field_goals_made"":27,""field_goals_missed"":44,""field_goals_attempted"":71,""field_goals"":""27/71"",""field_goals_percentage"":""38.0"",""two_pointers_made"":15,""two_pointers_missed"":21,""two_pointers_attempted"":36,""two_pointers"":""15/36"",""two_pointers_percentage"":""41.7"",""three_pointers_made"":12,""three_pointers_missed"":23,""three_pointers_attempted"":35,""three_pointers"":""12/35"",""three_pointers_percentage"":""34.3"",""free_throws_made"":20,""free_throws_missed"":10,""free_throws_attempted"":30,""free_throws"":""20/30"",""free_throws_percentage"":""66.7"",""won_score"":86,""total_won_score"":86,""lost_score"":99,""total_lost_score"":99,""rebounds"":36,""defensive_rebounds"":27,""offensive_rebounds"":9,""defensive_fouls"":29,""offensive_fouls"":1,""personal_fouls"":28,""fouls"":30,""assists"":18,""steals"":9,""blocks"":1,""turnovers"":19,""points_in_paint"":26,""second_chance_points"":6,""fast_break_points"":8}"
2025-26,2,9,regular_season,1381,2025-10-29,4,3,福爾摩沙夢想家,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1381/stats,31,34,65,31/65,47.7,21,18,39,21/39,53.8,10,16,26,10/26,38.5,27,10,37,27/37,73.0,99,99,86,86,47,38,9,22,3,22,25,19,12,2,20,34,10,22,"{""field_goals_made"":31,""field_goals_missed"":34,""field_goals_attempted"":65,""field_goals"":""31/65"",""field_goals_percentage"":""47.7"",""two_pointers_made"":21,""two_pointers_missed"":18,""two_pointers_attempted"":39,""two_pointers"":""21/39"",""two_pointers_percentage"":""53.8"",""three_pointers_made"":10,""three_pointers_missed"":16,""three_pointers_attempted"":26,""three_pointers"":""10/26"",""three_pointers_percentage"":""38.5"",""free_throws_made"":27,""free_throws_missed"":10,""free_throws_attempted"":37,""free_throws"":""27/37"",""free_throws_percentage"":""73.0"",""won_score"":99,""total_won_score"":99,""lost_score"":86,""total_lost_score"":86,""rebounds"":47,""defensive_rebounds"":38,""offensive_rebounds"":9,""defensive_fouls"":22,""offensive_fouls"":3,""personal_fouls"":22,""fouls"":25,""assists"":19,""steals"":12,""blocks"":2,""turnovers"":20,""points_in_paint"":34,""second_chance_points"":10,""fast_break_points"":22}"
2025-26,2,9,regular_season,1382,2025-11-01,4,2,高雄全家海神,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1382/stats,34,38,72,34/72,47.2,19,14,33,19/33,57.6,15,24,39,15/39,38.5,22,7,29,22/29,75.9,105,105,110,110,42,30,12,21,0,21,21,18,4,3,19,32,17,6,"{""field_goals_made"":34,""field_goals_missed"":38,""field_goals_attempted"":72,""field_goals"":""34/72"",""field_goals_percentage"":""47.2"",""two_pointers_made"":19,""two_pointers_missed"":14,""two_pointers_attempted"":33,""two_pointers"":""19/33"",""two_pointers_percentage"":""57.6"",""three_pointers_made"":15,""three_pointers_missed"":24,""three_pointers_attempted"":39,""three_pointers"":""15/39"",""three_pointers_percentage"":""38.5"",""free_throws_made"":22,""free_throws_missed"":7,""free_throws_attempted"":29,""free_throws"":""22/29"",""free_throws_percentage"":""75.9"",""won_score"":105,""total_won_score"":105,""lost_score"":110,""total_lost_score"":110,""rebounds"":42,""defensive_rebounds"":30,""offensive_rebounds"":12,""defensive_fouls"":21,""offensive_fouls"":0,""personal_fouls"":21,""fouls"":21,""assists"":18,""steals"":4,""blocks"":3,""turnovers"":19,""points_in_paint"":32,""second_chance_points"":17,""fast_break_points"":6}"
2025-26,2,9,regular_season,1382,2025-11-01,4,8,臺北台新戰神,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1382/stats,39,49,88,39/88,44.3,26,23,49,26/49,53.1,13,26,39,13/39,33.3,19,7,26,19/26,73.1,110,110,105,105,50,30,20,21,2,22,23,20,15,1,13,40,21,18,"{""field_goals_made"":39,""field_goals_missed"":49,""field_goals_attempted"":88,""field_goals"":""39/88"",""field_goals_percentage"":""44.3"",""two_pointers_made"":26,""two_pointers_missed"":23,""two_pointers_attempted"":49,""two_pointers"":""26/49"",""two_pointers_percentage"":""53.1"",""three_pointers_made"":13,""three_pointers_missed"":26,""three_pointers_attempted"":39,""three_pointers"":""13/39"",""three_pointers_percentage"":""33.3"",""free_throws_made"":19,""free_throws_missed"":7,""free_throws_attempted"":26,""free_throws"":""19/26"",""free_throws_percentage"":""73.1"",""won_score"":110,""total_won_score"":110,""lost_score"":105,""total_lost_score"":105,""rebounds"":50,""defensive_rebounds"":30,""offensive_rebounds"":20,""defensive_fouls"":21,""offensive_fouls"":2,""personal_fouls"":22,""fouls"":23,""assists"":20,""steals"":15,""blocks"":1,""turnovers"":13,""points_in_paint"":40,""second_chance_points"":21,""fast_break_points"":18}"
2025-26,2,9,regular_season,1383,2025-11-01,4,6,新北中信特攻,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1383/stats,34,48,82,34/82,41.5,25,23,48,25/48,52.1,9,25,34,9/34,26.5,22,8,30,22/30,73.3,99,99,91,91,47,34,13,22,2,24,24,20,10,0,11,44,19,13,"{""field_goals_made"":34,""field_goals_missed"":48,""field_goals_attempted"":82,""field_goals"":""34/82"",""field_goals_percentage"":""41.5"",""two_pointers_made"":25,""two_pointers_missed"":23,""two_pointers_attempted"":48,""two_pointers"":""25/48"",""two_pointers_percentage"":""52.1"",""three_pointers_made"":9,""three_pointers_missed"":25,""three_pointers_attempted"":34,""three_pointers"":""9/34"",""three_pointers_percentage"":""26.5"",""free_throws_made"":22,""free_throws_missed"":8,""free_throws_attempted"":30,""free_throws"":""22/30"",""free_throws_percentage"":""73.3"",""won_score"":99,""total_won_score"":99,""lost_score"":91,""total_lost_score"":91,""rebounds"":47,""defensive_rebounds"":34,""offensive_rebounds"":13,""defensive_fouls"":22,""offensive_fouls"":2,""personal_fouls"":24,""fouls"":24,""assists"":20,""steals"":10,""blocks"":0,""turnovers"":11,""points_in_paint"":44,""second_chance_points"":19,""fast_break_points"":13}"
2025-26,2,9,regular_season,1383,2025-11-01,4,3,福爾摩沙夢想家,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1383/stats,31,46,77,31/77,40.3,19,19,38,19/38,50.0,12,27,39,12/39,30.8,17,5,22,17/22,77.3,91,91,99,99,52,38,14,25,2,27,27,18,7,3,21,32,11,8,"{""field_goals_made"":31,""field_goals_missed"":46,""field_goals_attempted"":77,""field_goals"":""31/77"",""field_goals_percentage"":""40.3"",""two_pointers_made"":19,""two_pointers_missed"":19,""two_pointers_attempted"":38,""two_pointers"":""19/38"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":12,""three_pointers_missed"":27,""three_pointers_attempted"":39,""three_pointers"":""12/39"",""three_pointers_percentage"":""30.8"",""free_throws_made"":17,""free_throws_missed"":5,""free_throws_attempted"":22,""free_throws"":""17/22"",""free_throws_percentage"":""77.3"",""won_score"":91,""total_won_score"":91,""lost_score"":99,""total_lost_score"":99,""rebounds"":52,""defensive_rebounds"":38,""offensive_rebounds"":14,""defensive_fouls"":25,""offensive_fouls"":2,""personal_fouls"":27,""fouls"":27,""assists"":18,""steals"":7,""blocks"":3,""turnovers"":21,""points_in_paint"":32,""second_chance_points"":11,""fast_break_points"":8}"
2025-26,2,9,regular_season,1384,2025-11-02,4,2,高雄全家海神,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1384/stats,22,53,75,22/75,29.3,12,30,42,12/42,28.6,10,23,33,10/33,30.3,24,5,29,24/29,82.8,78,78,100,100,39,25,14,19,5,23,24,16,8,2,18,22,19,7,"{""field_goals_made"":22,""field_goals_missed"":53,""field_goals_attempted"":75,""field_goals"":""22/75"",""field_goals_percentage"":""29.3"",""two_pointers_made"":12,""two_pointers_missed"":30,""two_pointers_attempted"":42,""two_pointers"":""12/42"",""two_pointers_percentage"":""28.6"",""three_pointers_made"":10,""three_pointers_missed"":23,""three_pointers_attempted"":33,""three_pointers"":""10/33"",""three_pointers_percentage"":""30.3"",""free_throws_made"":24,""free_throws_missed"":5,""free_throws_attempted"":29,""free_throws"":""24/29"",""free_throws_percentage"":""82.8"",""won_score"":78,""total_won_score"":78,""lost_score"":100,""total_lost_score"":100,""rebounds"":39,""defensive_rebounds"":25,""offensive_rebounds"":14,""defensive_fouls"":19,""offensive_fouls"":5,""personal_fouls"":23,""fouls"":24,""assists"":16,""steals"":8,""blocks"":2,""turnovers"":18,""points_in_paint"":22,""second_chance_points"":19,""fast_break_points"":7}"
2025-26,2,9,regular_season,1384,2025-11-02,4,5,桃園台啤永豐雲豹,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1384/stats,40,31,71,40/71,56.3,33,16,49,33/49,67.3,7,15,22,7/22,31.8,13,8,21,13/21,61.9,100,100,78,78,49,40,9,20,1,20,21,24,9,3,17,60,13,15,"{""field_goals_made"":40,""field_goals_missed"":31,""field_goals_attempted"":71,""field_goals"":""40/71"",""field_goals_percentage"":""56.3"",""two_pointers_made"":33,""two_pointers_missed"":16,""two_pointers_attempted"":49,""two_pointers"":""33/49"",""two_pointers_percentage"":""67.3"",""three_pointers_made"":7,""three_pointers_missed"":15,""three_pointers_attempted"":22,""three_pointers"":""7/22"",""three_pointers_percentage"":""31.8"",""free_throws_made"":13,""free_throws_missed"":8,""free_throws_attempted"":21,""free_throws"":""13/21"",""free_throws_percentage"":""61.9"",""won_score"":100,""total_won_score"":100,""lost_score"":78,""total_lost_score"":78,""rebounds"":49,""defensive_rebounds"":40,""offensive_rebounds"":9,""defensive_fouls"":20,""offensive_fouls"":1,""personal_fouls"":20,""fouls"":21,""assists"":24,""steals"":9,""blocks"":3,""turnovers"":17,""points_in_paint"":60,""second_chance_points"":13,""fast_break_points"":15}"
2025-26,2,9,regular_season,1385,2025-11-02,4,6,新北中信特攻,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1385/stats,40,45,85,40/85,47.1,31,24,55,31/55,56.4,9,21,30,9/30,30.0,5,5,10,5/10,50.0,94,94,91,91,43,23,20,18,0,18,18,23,12,3,17,58,15,11,"{""field_goals_made"":40,""field_goals_missed"":45,""field_goals_attempted"":85,""field_goals"":""40/85"",""field_goals_percentage"":""47.1"",""two_pointers_made"":31,""two_pointers_missed"":24,""two_pointers_attempted"":55,""two_pointers"":""31/55"",""two_pointers_percentage"":""56.4"",""three_pointers_made"":9,""three_pointers_missed"":21,""three_pointers_attempted"":30,""three_pointers"":""9/30"",""three_pointers_percentage"":""30.0"",""free_throws_made"":5,""free_throws_missed"":5,""free_throws_attempted"":10,""free_throws"":""5/10"",""free_throws_percentage"":""50.0"",""won_score"":94,""total_won_score"":94,""lost_score"":91,""total_lost_score"":91,""rebounds"":43,""defensive_rebounds"":23,""offensive_rebounds"":20,""defensive_fouls"":18,""offensive_fouls"":0,""personal_fouls"":18,""fouls"":18,""assists"":23,""steals"":12,""blocks"":3,""turnovers"":17,""points_in_paint"":58,""second_chance_points"":15,""fast_break_points"":11}"
2025-26,2,9,regular_season,1385,2025-11-02,4,4,新竹御嵿攻城獅,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1385/stats,34,35,69,34/69,49.3,29,17,46,29/46,63.0,5,18,23,5/23,21.7,18,6,24,18/24,75.0,91,91,94,94,42,27,15,12,4,15,16,18,9,2,21,58,17,9,"{""field_goals_made"":34,""field_goals_missed"":35,""field_goals_attempted"":69,""field_goals"":""34/69"",""field_goals_percentage"":""49.3"",""two_pointers_made"":29,""two_pointers_missed"":17,""two_pointers_attempted"":46,""two_pointers"":""29/46"",""two_pointers_percentage"":""63.0"",""three_pointers_made"":5,""three_pointers_missed"":18,""three_pointers_attempted"":23,""three_pointers"":""5/23"",""three_pointers_percentage"":""21.7"",""free_throws_made"":18,""free_throws_missed"":6,""free_throws_attempted"":24,""free_throws"":""18/24"",""free_throws_percentage"":""75.0"",""won_score"":91,""total_won_score"":91,""lost_score"":94,""total_lost_score"":94,""rebounds"":42,""defensive_rebounds"":27,""offensive_rebounds"":15,""defensive_fouls"":12,""offensive_fouls"":4,""personal_fouls"":15,""fouls"":16,""assists"":18,""steals"":9,""blocks"":2,""turnovers"":21,""points_in_paint"":58,""second_chance_points"":17,""fast_break_points"":9}"
2025-26,2,9,regular_season,1386,2025-11-05,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1386/stats,29,51,80,29/80,36.3,17,32,49,17/49,34.7,12,19,31,12/31,38.7,12,5,17,12/17,70.6,82,82,81,81,47,36,11,16,1,16,17,16,8,3,12,34,12,11,"{""field_goals_made"":29,""field_goals_missed"":51,""field_goals_attempted"":80,""field_goals"":""29/80"",""field_goals_percentage"":""36.3"",""two_pointers_made"":17,""two_pointers_missed"":32,""two_pointers_attempted"":49,""two_pointers"":""17/49"",""two_pointers_percentage"":""34.7"",""three_pointers_made"":12,""three_pointers_missed"":19,""three_pointers_attempted"":31,""three_pointers"":""12/31"",""three_pointers_percentage"":""38.7"",""free_throws_made"":12,""free_throws_missed"":5,""free_throws_attempted"":17,""free_throws"":""12/17"",""free_throws_percentage"":""70.6"",""won_score"":82,""total_won_score"":82,""lost_score"":81,""total_lost_score"":81,""rebounds"":47,""defensive_rebounds"":36,""offensive_rebounds"":11,""defensive_fouls"":16,""offensive_fouls"":1,""personal_fouls"":16,""fouls"":17,""assists"":16,""steals"":8,""blocks"":3,""turnovers"":12,""points_in_paint"":34,""second_chance_points"":12,""fast_break_points"":11}"
2025-26,2,9,regular_season,1386,2025-11-05,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1386/stats,31,49,80,31/80,38.8,21,22,43,21/43,48.8,10,27,37,10/37,27.0,9,8,17,9/17,52.9,81,81,82,82,59,43,16,21,0,21,21,19,8,4,16,38,8,12,"{""field_goals_made"":31,""field_goals_missed"":49,""field_goals_attempted"":80,""field_goals"":""31/80"",""field_goals_percentage"":""38.8"",""two_pointers_made"":21,""two_pointers_missed"":22,""two_pointers_attempted"":43,""two_pointers"":""21/43"",""two_pointers_percentage"":""48.8"",""three_pointers_made"":10,""three_pointers_missed"":27,""three_pointers_attempted"":37,""three_pointers"":""10/37"",""three_pointers_percentage"":""27.0"",""free_throws_made"":9,""free_throws_missed"":8,""free_throws_attempted"":17,""free_throws"":""9/17"",""free_throws_percentage"":""52.9"",""won_score"":81,""total_won_score"":81,""lost_score"":82,""total_lost_score"":82,""rebounds"":59,""defensive_rebounds"":43,""offensive_rebounds"":16,""defensive_fouls"":21,""offensive_fouls"":0,""personal_fouls"":21,""fouls"":21,""assists"":19,""steals"":8,""blocks"":4,""turnovers"":16,""points_in_paint"":38,""second_chance_points"":8,""fast_break_points"":12}"
2025-26,2,9,regular_season,1387,2025-11-07,4,3,福爾摩沙夢想家,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1387/stats,33,40,73,33/73,45.2,21,16,37,21/37,56.8,12,24,36,12/36,33.3,14,7,21,14/21,66.7,92,92,87,87,55,42,13,18,0,18,18,15,6,6,20,32,8,6,"{""field_goals_made"":33,""field_goals_missed"":40,""field_goals_attempted"":73,""field_goals"":""33/73"",""field_goals_percentage"":""45.2"",""two_pointers_made"":21,""two_pointers_missed"":16,""two_pointers_attempted"":37,""two_pointers"":""21/37"",""two_pointers_percentage"":""56.8"",""three_pointers_made"":12,""three_pointers_missed"":24,""three_pointers_attempted"":36,""three_pointers"":""12/36"",""three_pointers_percentage"":""33.3"",""free_throws_made"":14,""free_throws_missed"":7,""free_throws_attempted"":21,""free_throws"":""14/21"",""free_throws_percentage"":""66.7"",""won_score"":92,""total_won_score"":92,""lost_score"":87,""total_lost_score"":87,""rebounds"":55,""defensive_rebounds"":42,""offensive_rebounds"":13,""defensive_fouls"":18,""offensive_fouls"":0,""personal_fouls"":18,""fouls"":18,""assists"":15,""steals"":6,""blocks"":6,""turnovers"":20,""points_in_paint"":32,""second_chance_points"":8,""fast_break_points"":6}"
2025-26,2,9,regular_season,1387,2025-11-07,4,6,新北中信特攻,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1387/stats,29,53,82,29/82,35.4,18,22,40,18/40,45.0,11,31,42,11/42,26.2,18,8,26,18/26,69.2,87,87,92,92,48,31,17,19,1,20,20,20,14,1,13,32,14,12,"{""field_goals_made"":29,""field_goals_missed"":53,""field_goals_attempted"":82,""field_goals"":""29/82"",""field_goals_percentage"":""35.4"",""two_pointers_made"":18,""two_pointers_missed"":22,""two_pointers_attempted"":40,""two_pointers"":""18/40"",""two_pointers_percentage"":""45.0"",""three_pointers_made"":11,""three_pointers_missed"":31,""three_pointers_attempted"":42,""three_pointers"":""11/42"",""three_pointers_percentage"":""26.2"",""free_throws_made"":18,""free_throws_missed"":8,""free_throws_attempted"":26,""free_throws"":""18/26"",""free_throws_percentage"":""69.2"",""won_score"":87,""total_won_score"":87,""lost_score"":92,""total_lost_score"":92,""rebounds"":48,""defensive_rebounds"":31,""offensive_rebounds"":17,""defensive_fouls"":19,""offensive_fouls"":1,""personal_fouls"":20,""fouls"":20,""assists"":20,""steals"":14,""blocks"":1,""turnovers"":13,""points_in_paint"":32,""second_chance_points"":14,""fast_break_points"":12}"
2025-26,2,9,regular_season,1388,2025-11-08,4,7,新北國王,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1388/stats,34,46,80,34/80,42.5,27,25,52,27/52,51.9,7,21,28,7/28,25.0,14,14,28,14/28,50.0,89,89,108,108,48,29,19,20,1,20,21,17,7,1,23,38,18,6,"{""field_goals_made"":34,""field_goals_missed"":46,""field_goals_attempted"":80,""field_goals"":""34/80"",""field_goals_percentage"":""42.5"",""two_pointers_made"":27,""two_pointers_missed"":25,""two_pointers_attempted"":52,""two_pointers"":""27/52"",""two_pointers_percentage"":""51.9"",""three_pointers_made"":7,""three_pointers_missed"":21,""three_pointers_attempted"":28,""three_pointers"":""7/28"",""three_pointers_percentage"":""25.0"",""free_throws_made"":14,""free_throws_missed"":14,""free_throws_attempted"":28,""free_throws"":""14/28"",""free_throws_percentage"":""50.0"",""won_score"":89,""total_won_score"":89,""lost_score"":108,""total_lost_score"":108,""rebounds"":48,""defensive_rebounds"":29,""offensive_rebounds"":19,""defensive_fouls"":20,""offensive_fouls"":1,""personal_fouls"":20,""fouls"":21,""assists"":17,""steals"":7,""blocks"":1,""turnovers"":23,""points_in_paint"":38,""second_chance_points"":18,""fast_break_points"":6}"
2025-26,2,9,regular_season,1388,2025-11-08,4,4,新竹御嵿攻城獅,7,新北國王,away,https://api.tpbl.basketball/api/games/1388/stats,40,48,88,40/88,45.5,31,22,53,31/53,58.5,9,26,35,9/35,25.7,19,1,20,19/20,95.0,108,108,89,89,48,33,15,24,1,25,25,24,16,4,16,58,12,27,"{""field_goals_made"":40,""field_goals_missed"":48,""field_goals_attempted"":88,""field_goals"":""40/88"",""field_goals_percentage"":""45.5"",""two_pointers_made"":31,""two_pointers_missed"":22,""two_pointers_attempted"":53,""two_pointers"":""31/53"",""two_pointers_percentage"":""58.5"",""three_pointers_made"":9,""three_pointers_missed"":26,""three_pointers_attempted"":35,""three_pointers"":""9/35"",""three_pointers_percentage"":""25.7"",""free_throws_made"":19,""free_throws_missed"":1,""free_throws_attempted"":20,""free_throws"":""19/20"",""free_throws_percentage"":""95.0"",""won_score"":108,""total_won_score"":108,""lost_score"":89,""total_lost_score"":89,""rebounds"":48,""defensive_rebounds"":33,""offensive_rebounds"":15,""defensive_fouls"":24,""offensive_fouls"":1,""personal_fouls"":25,""fouls"":25,""assists"":24,""steals"":16,""blocks"":4,""turnovers"":16,""points_in_paint"":58,""second_chance_points"":12,""fast_break_points"":27}"
2025-26,2,9,regular_season,1389,2025-11-08,4,5,桃園台啤永豐雲豹,8,臺北台新戰神,home,https://api.tpbl.basketball/api/games/1389/stats,43,43,86,43/86,50.0,30,24,54,30/54,55.6,13,19,32,13/32,40.6,23,7,30,23/30,76.7,122,122,102,102,53,36,17,17,3,20,20,20,12,4,15,52,18,14,"{""field_goals_made"":43,""field_goals_missed"":43,""field_goals_attempted"":86,""field_goals"":""43/86"",""field_goals_percentage"":""50.0"",""two_pointers_made"":30,""two_pointers_missed"":24,""two_pointers_attempted"":54,""two_pointers"":""30/54"",""two_pointers_percentage"":""55.6"",""three_pointers_made"":13,""three_pointers_missed"":19,""three_pointers_attempted"":32,""three_pointers"":""13/32"",""three_pointers_percentage"":""40.6"",""free_throws_made"":23,""free_throws_missed"":7,""free_throws_attempted"":30,""free_throws"":""23/30"",""free_throws_percentage"":""76.7"",""won_score"":122,""total_won_score"":122,""lost_score"":102,""total_lost_score"":102,""rebounds"":53,""defensive_rebounds"":36,""offensive_rebounds"":17,""defensive_fouls"":17,""offensive_fouls"":3,""personal_fouls"":20,""fouls"":20,""assists"":20,""steals"":12,""blocks"":4,""turnovers"":15,""points_in_paint"":52,""second_chance_points"":18,""fast_break_points"":14}"
