game_id,team_id,player_id,source_seconds,rotation_seconds,residual_seconds,within_one_second
1384,2,118,1456.0,1456.0,0.0,True
1384,2,119,475.0,475.0,0.0,True
1384,2,10891,348.0,348.0,0.0,True
1384,2,121,1278.0,1278.0,0.0,True
1384,2,122,1218.0,1218.0,0.0,True
1384,2,123,1108.0,1108.0,0.0,True
1384,2,10894,2246.0,2246.0,0.0,True
1384,5,54,1454.0,1454.0,0.0,True
1384,5,10884,977.0,977.0,0.0,True
1384,5,10860,1948.0,1948.0,0.0,True
1384,5,55,323.0,323.0,0.0,True
1384,5,56,67.0,67.0,0.0,True
1384,5,57,728.0,728.0,0.0,True
1384,5,58,1946.0,1946.0,0.0,True
1384,5,16,2081.0,2081.0,0.0,True
1384,5,62,902.0,902.0,0.0,True
1384,5,60,403.0,403.0,0.0,True
1384,5,3129,638.0,638.0,0.0,True
1384,5,10861,1664.0,1664.0,0.0,True
1384,5,12,1269.0,1269.0,0.0,True
1385,6,10877,2404.0,2404.0,0.0,True
1385,6,39,724.0,724.0,0.0,True
1385,6,40,1582.0,1582.0,0.0,True
1385,6,10880,1870.0,1870.0,0.0,True
1385,6,113,579.0,579.0,0.0,True
1385,6,43,1357.0,1357.0,0.0,True
1385,6,10881,2012.0,2012.0,0.0,True
1385,6,8889,1878.0,1878.0,0.0,True
1385,6,44,9.0,9.0,0.0,True
1385,6,10879,1725.0,1725.0,0.0,True
1385,6,47,260.0,260.0,0.0,True
1385,4,71,832.0,832.0,0.0,True
1385,4,10887,2410.0,2410.0,0.0,True
1385,4,75,1473.0,1473.0,0.0,True
1385,4,76,1814.0,1814.0,0.0,True
1385,4,10885,1641.0,1641.0,0.0,True
1385,4,82,855.0,855.0,0.0,True
1385,4,87,197.0,197.0,0.0,True
1385,4,10888,2363.0,2363.0,0.0,True
1385,4,10862,967.0,967.0,0.0,True
1385,4,88,986.0,986.0,0.0,True
1385,4,90,862.0,862.0,0.0,True
1386,3,77,1561.0,1561.0,0.0,True
1386,3,79,1602.0,1602.0,0.0,True
1386,3,86,1480.0,1480.0,0.0,True
1386,3,10889,1589.0,1589.0,0.0,True
1386,3,103,1639.0,1639.0,0.0,True
1386,3,95,966.0,966.0,0.0,True
1386,3,10890,2050.0,2050.0,0.0,True
1386,3,107,2121.0,2121.0,0.0,True
1386,3,89,1392.0,1392.0,0.0,True
1386,4,71,772.0,772.0,0.0,True
1386,4,10887,2352.0,2352.0,0.0,True
1386,4,75,1238.0,1238.0,0.0,True
1386,4,76,1949.0,1949.0,0.0,True
1386,4,78,372.0,372.0,0.0,True
1386,4,10885,1129.0,1129.0,0.0,True
1386,4,82,247.0,247.0,0.0,True
1386,4,87,1288.0,1288.0,0.0,True
1386,4,10888,2071.0,2071.0,0.0,True
1386,4,10862,1295.0,1295.0,0.0,True
1386,4,88,1121.0,1121.0,0.0,True
1386,4,90,566.0,566.0,0.0,True
1387,3,77,1583.0,1583.0,0.0,True
1387,3,79,1349.0,1349.0,0.0,True
1387,3,83,232.0,232.0,0.0,True
1387,3,86,993.0,993.0,0.0,True
1387,3,103,1297.0,1297.0,0.0,True
1387,3,99,1559.0,1559.0,0.0,True
1387,3,10890,1872.0,1872.0,0.0,True
1387,3,106,2096.0,2096.0,0.0,True
1387,3,107,1782.0,1782.0,0.0,True
1387,3,89,1637.0,1637.0,0.0,True
1387,6,10877,2329.0,2329.0,0.0,True
1387,6,39,1168.0,1168.0,0.0,True
1387,6,40,1959.0,1959.0,0.0,True
1387,6,10880,1963.0,1963.0,0.0,True
1387,6,113,500.0,500.0,0.0,True
1387,6,43,1478.0,1478.0,0.0,True
1387,6,10881,1854.0,1854.0,0.0,True
1387,6,8889,1932.0,1932.0,0.0,True
1387,6,44,51.0,51.0,0.0,True
1387,6,10879,1166.0,1166.0,0.0,True
1388,7,10875,2503.0,2503.0,0.0,True
1388,7,10871,155.0,155.0,0.0,True
1388,7,21,2530.0,2530.0,0.0,True
1388,7,22,1110.0,1110.0,0.0,True
1388,7,10872,1747.0,1747.0,0.0,True
1388,7,28,456.0,456.0,0.0,True
1388,7,10876,1749.0,1749.0,0.0,True
1388,7,24,152.0,152.0,0.0,True
1388,7,25,1963.0,1963.0,0.0,True
1388,7,10874,487.0,487.0,0.0,True
1388,7,10873,155.0,155.0,0.0,True
1388,7,34,1393.0,1393.0,0.0,True
1388,4,71,674.0,674.0,0.0,True
1388,4,10887,2169.0,2169.0,0.0,True
1388,4,5948,1907.0,1907.0,0.0,True
1388,4,75,1811.0,1811.0,0.0,True
1388,4,76,861.0,861.0,0.0,True
1388,4,80,52.0,52.0,0.0,True
1388,4,10885,1777.0,1777.0,0.0,True
1388,4,82,1366.0,1366.0,0.0,True
1388,4,84,147.0,147.0,0.0,True
1388,4,87,603.0,603.0,0.0,True
1388,4,10862,1632.0,1632.0,0.0,True
1388,4,10886,68.0,68.0,0.0,True
1388,4,88,196.0,196.0,0.0,True
1388,4,90,1137.0,1137.0,0.0,True
1389,5,54,2090.0,2090.0,0.0,True
1389,5,10884,140.0,140.0,0.0,True
1389,5,55,39.0,39.0,0.0,True
1389,5,56,39.0,39.0,0.0,True
1389,5,57,1455.0,1455.0,0.0,True
1389,5,58,1712.0,1712.0,0.0,True
1389,5,16,2227.0,2227.0,0.0,True
1389,5,62,1668.0,1668.0,0.0,True
1389,5,68,2215.0,2215.0,0.0,True
1389,5,60,61.0,61.0,0.0,True
1389,5,3129,238.0,238.0,0.0,True
1389,5,10861,1218.0,1218.0,0.0,True
1389,5,12,1237.0,1237.0,0.0,True
1389,5,64,61.0,61.0,0.0,True
1389,8,10870,2086.0,2086.0,0.0,True
1389,8,10863,421.0,421.0,0.0,True
1389,8,2,183.0,183.0,0.0,True
1389,8,10864,39.0,39.0,0.0,True
1389,8,3,986.0,986.0,0.0,True
1389,8,4,827.0,827.0,0.0,True
1389,8,10869,1795.0,1795.0,0.0,True
1389,8,5,333.0,333.0,0.0,True
