game_id,team_id,OREB,DREB,REB,TOV,PF,time_on_court_seconds,plus_minus,OREB_team,DREB_team,REB_team,TOV_team,PF_team,team_points,opponent_points,periods,plus_minus_residual,minutes_residual_seconds,OREB_team_credit_difference,DREB_team_credit_difference,REB_team_credit_difference,TOV_team_credit_difference,PF_team_credit_difference
1452,7,18.0,24.0,42.0,12.0,25.0,14400.0,-80.0,21,25,46,13,25,100,116,4,0.0,0.0,3.0,1.0,4.0,1.0,0.0
1453,7,9.0,28.0,37.0,13.0,22.0,14400.0,15.0,11,29,40,13,22,93,90,4,0.0,0.0,2.0,1.0,3.0,0.0,0.0
1453,8,20.0,30.0,50.0,19.0,22.0,14400.0,-15.0,28,31,59,21,22,90,93,4,0.0,0.0,8.0,1.0,9.0,2.0,0.0
1454,2,8.0,21.0,29.0,11.0,20.0,14126.0,-50.0,11,22,33,12,20,97,107,4,0.0,-274.0,3.0,1.0,4.0,1.0,0.0
1454,3,12.0,32.0,44.0,15.0,18.0,14400.0,50.0,13,34,47,16,18,107,97,4,0.0,0.0,1.0,2.0,3.0,1.0,0.0
1455,4,12.0,35.0,47.0,16.0,18.0,14400.0,15.0,15,38,53,17,18,114,111,4,0.0,0.0,3.0,3.0,6.0,1.0,0.0
1455,5,10.0,26.0,36.0,13.0,31.0,14400.0,-15.0,10,29,39,14,31,111,114,4,0.0,0.0,0.0,3.0,3.0,1.0,0.0
1456,2,13.0,30.0,43.0,14.0,25.0,13680.0,5.0,13,32,45,15,25,90,88,4,-5.0,-720.0,0.0,2.0,2.0,1.0,0.0
1456,6,9.0,29.0,38.0,11.0,24.0,14400.0,-10.0,11,29,40,12,24,88,90,4,0.0,0.0,2.0,0.0,2.0,1.0,0.0
1457,5,6.0,21.0,27.0,15.0,22.0,14400.0,-65.0,9,24,33,15,22,101,114,4,0.0,0.0,3.0,3.0,6.0,0.0,0.0
1457,7,12.0,32.0,44.0,18.0,17.0,14400.0,65.0,13,35,48,20,17,114,101,4,0.0,0.0,1.0,3.0,4.0,2.0,0.0
1458,4,7.0,33.0,40.0,14.0,19.0,14400.0,-40.0,11,35,46,15,19,94,102,4,0.0,0.0,4.0,2.0,6.0,1.0,0.0
1458,8,6.0,37.0,43.0,14.0,16.0,14400.0,40.0,7,40,47,15,16,102,94,4,0.0,0.0,1.0,3.0,4.0,1.0,0.0
1459,3,12.0,29.0,41.0,11.0,17.0,14400.0,45.0,12,35,47,11,17,100,91,4,0.0,0.0,0.0,6.0,6.0,0.0,0.0
1459,6,8.0,40.0,48.0,17.0,27.0,14400.0,-45.0,11,44,55,17,27,91,100,4,0.0,0.0,3.0,4.0,7.0,0.0,0.0
1460,2,20.0,25.0,45.0,15.0,24.0,14400.0,-80.0,21,28,49,15,24,97,113,4,0.0,0.0,1.0,3.0,4.0,0.0,0.0
1460,4,9.0,27.0,36.0,9.0,25.0,14400.0,80.0,11,30,41,9,25,113,97,4,0.0,0.0,2.0,3.0,5.0,0.0,0.0
1461,3,13.0,39.0,52.0,14.0,22.0,14400.0,135.0,16,39,55,15,22,111,84,4,0.0,0.0,3.0,0.0,3.0,1.0,0.0
1461,5,8.0,27.0,35.0,11.0,18.0,14400.0,-135.0,10,29,39,14,18,84,111,4,0.0,0.0,2.0,2.0,4.0,3.0,0.0
1462,4,11.0,36.0,47.0,18.0,17.0,14400.0,115.0,13,38,51,18,17,113,90,4,0.0,0.0,2.0,2.0,4.0,0.0,0.0
1462,7,12.0,29.0,41.0,20.0,19.0,14400.0,-115.0,12,29,41,20,19,90,113,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,2,13.0,27.0,40.0,24.0,24.0,14400.0,-135.0,13,29,42,25,24,91,118,4,0.0,0.0,0.0,2.0,2.0,1.0,0.0
1463,6,8.0,29.0,37.0,15.0,21.0,14400.0,135.0,13,31,44,15,21,118,91,4,0.0,0.0,5.0,2.0,7.0,0.0,0.0
1464,5,11.0,42.0,53.0,9.0,18.0,14400.0,130.0,11,44,55,10,18,99,73,4,0.0,0.0,0.0,2.0,2.0,1.0,0.0
1464,8,13.0,41.0,54.0,16.0,14.0,14400.0,-130.0,15,42,57,17,14,73,99,4,0.0,0.0,2.0,1.0,3.0,1.0,0.0
1465,4,7.0,39.0,46.0,16.0,21.0,14400.0,-100.0,9,41,50,17,21,75,95,4,0.0,0.0,2.0,2.0,4.0,1.0,0.0
1465,6,12.0,46.0,58.0,16.0,17.0,14400.0,100.0,14,48,62,16,17,95,75,4,0.0,0.0,2.0,2.0,4.0,0.0,0.0
1466,3,10.0,35.0,45.0,9.0,19.0,14400.0,110.0,12,36,48,10,19,118,96,4,0.0,0.0,2.0,1.0,3.0,1.0,0.0
1466,8,8.0,32.0,40.0,11.0,16.0,14400.0,-110.0,11,34,45,11,16,96,118,4,0.0,0.0,3.0,2.0,5.0,0.0,0.0
1467,2,12.0,31.0,43.0,15.0,28.0,14400.0,-30.0,12,32,44,15,28,90,96,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1467,3,14.0,34.0,48.0,19.0,24.0,14400.0,30.0,18,36,54,19,24,96,90,4,0.0,0.0,4.0,2.0,6.0,0.0,0.0
1468,3,4.0,30.0,34.0,11.0,16.0,14400.0,85.0,5,31,36,13,16,107,90,4,0.0,0.0,1.0,1.0,2.0,2.0,0.0
1468,7,8.0,31.0,39.0,17.0,13.0,14400.0,-85.0,9,34,43,19,13,90,107,4,0.0,0.0,1.0,3.0,4.0,2.0,0.0
1469,4,14.0,36.0,50.0,15.0,21.0,14400.0,20.0,18,37,55,15,21,103,99,4,0.0,0.0,4.0,1.0,5.0,0.0,0.0
1469,6,12.0,34.0,46.0,19.0,28.0,14400.0,-20.0,15,35,50,19,28,99,103,4,0.0,0.0,3.0,1.0,4.0,0.0,0.0
1470,2,10.0,34.0,44.0,9.0,22.0,14400.0,40.0,10,36,46,9,22,112,104,4,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1470,8,11.0,32.0,43.0,11.0,27.0,14400.0,-40.0,13,38,51,12,27,104,112,4,0.0,0.0,2.0,6.0,8.0,1.0,0.0
1471,4,12.0,34.0,46.0,11.0,21.0,14400.0,55.0,13,38,51,13,21,102,91,4,0.0,0.0,1.0,4.0,5.0,2.0,0.0
1471,5,6.0,36.0,42.0,18.0,25.0,14400.0,-55.0,8,40,48,18,25,91,102,4,0.0,0.0,2.0,4.0,6.0,0.0,0.0
1472,7,13.0,26.0,39.0,10.0,23.0,14400.0,70.0,13,31,44,11,23,116,102,4,0.0,0.0,0.0,5.0,5.0,1.0,0.0
1472,8,16.0,27.0,43.0,12.0,18.0,14400.0,-70.0,17,28,45,13,18,102,116,4,0.0,0.0,1.0,1.0,2.0,1.0,0.0
1473,6,8.0,30.0,38.0,14.0,17.0,14400.0,-10.0,9,32,41,15,17,89,91,4,0.0,0.0,1.0,2.0,3.0,1.0,0.0
1473,8,11.0,35.0,46.0,16.0,19.0,14400.0,10.0,14,39,53,18,19,91,89,4,0.0,0.0,3.0,4.0,7.0,2.0,0.0
1474,3,10.0,24.0,34.0,20.0,24.0,14400.0,-20.0,12,29,41,20,24,104,108,4,0.0,0.0,2.0,5.0,7.0,0.0,0.0
1474,6,15.0,29.0,44.0,18.0,23.0,14400.0,20.0,16,31,47,18,23,108,104,4,0.0,0.0,1.0,2.0,3.0,0.0,0.0
1475,2,23.0,30.0,53.0,17.0,16.0,14400.0,-155.0,27,32,59,18,16,74,105,4,0.0,0.0,4.0,2.0,6.0,1.0,0.0
1475,5,12.0,28.0,40.0,8.0,21.0,14400.0,155.0,14,33,47,8,21,105,74,4,0.0,0.0,2.0,5.0,7.0,0.0,0.0
1476,6,14.0,38.0,52.0,16.0,19.0,14400.0,100.0,18,41,59,16,19,98,78,4,0.0,0.0,4.0,3.0,7.0,0.0,0.0
1476,7,17.0,28.0,45.0,16.0,15.0,14400.0,-100.0,20,32,52,16,15,78,98,4,0.0,0.0,3.0,4.0,7.0,0.0,0.0
1477,5,12.0,25.0,37.0,11.0,22.0,14400.0,55.0,13,29,42,11,22,107,96,4,0.0,0.0,1.0,4.0,5.0,0.0,0.0
1477,8,16.0,32.0,48.0,21.0,16.0,14400.0,-55.0,18,34,52,22,16,96,107,4,0.0,0.0,2.0,2.0,4.0,1.0,0.0
1478,4,11.0,33.0,44.0,16.0,18.0,14400.0,85.0,12,35,47,16,18,117,100,4,0.0,0.0,1.0,2.0,3.0,0.0,0.0
1478,6,16.0,22.0,38.0,13.0,24.0,14400.0,-85.0,17,26,43,15,24,100,117,4,0.0,0.0,1.0,4.0,5.0,2.0,0.0
1479,2,6.0,29.0,35.0,10.0,22.0,14400.0,-5.0,6,31,37,10,22,111,112,4,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1479,7,7.0,31.0,38.0,11.0,22.0,14400.0,5.0,7,34,41,11,22,112,111,4,0.0,0.0,0.0,3.0,3.0,0.0,0.0
1480,4,12.0,35.0,47.0,8.0,15.0,14400.0,15.0,12,36,48,11,15,79,76,4,0.0,0.0,0.0,1.0,1.0,3.0,0.0
1480,5,13.0,36.0,49.0,17.0,20.0,14400.0,-15.0,14,40,54,17,20,76,79,4,0.0,0.0,1.0,4.0,5.0,0.0,0.0
1481,2,7.0,32.0,39.0,9.0,17.0,14400.0,-55.0,7,35,42,10,17,93,104,4,0.0,0.0,0.0,3.0,3.0,1.0,0.0
1481,8,5.0,36.0,41.0,11.0,13.0,14400.0,55.0,6,38,44,11,13,104,93,4,0.0,0.0,1.0,2.0,3.0,0.0,0.0
1482,3,19.0,33.0,52.0,8.0,21.0,14400.0,45.0,23,37,60,9,21,94,85,4,0.0,0.0,4.0,4.0,8.0,1.0,0.0
1482,4,8.0,34.0,42.0,12.0,17.0,14400.0,-45.0,9,36,45,12,17,85,94,4,0.0,0.0,1.0,2.0,3.0,0.0,0.0
1483,3,22.0,40.0,62.0,11.0,16.0,14400.0,165.0,22,43,65,12,16,99,66,4,0.0,0.0,0.0,3.0,3.0,1.0,0.0
1483,8,8.0,30.0,38.0,16.0,20.0,14400.0,-165.0,12,31,43,17,20,66,99,4,0.0,0.0,4.0,1.0,5.0,1.0,0.0
1484,5,11.0,31.0,42.0,15.0,18.0,14400.0,-70.0,12,34,46,15,18,93,107,4,0.0,0.0,1.0,3.0,4.0,0.0,0.0
1484,6,11.0,36.0,47.0,13.0,18.0,14400.0,70.0,13,38,51,15,18,107,93,4,0.0,0.0,2.0,2.0,4.0,2.0,0.0
1485,3,15.0,33.0,48.0,19.0,18.0,14400.0,30.0,16,37,53,19,18,92,86,4,0.0,0.0,1.0,4.0,5.0,0.0,0.0
1485,4,13.0,30.0,43.0,18.0,20.0,14400.0,-30.0,13,31,44,18,20,86,92,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1486,2,7.0,33.0,40.0,13.0,13.0,14400.0,-80.0,8,33,41,13,13,99,115,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1486,6,12.0,33.0,45.0,12.0,23.0,14400.0,80.0,13,36,49,12,23,115,99,4,0.0,0.0,1.0,3.0,4.0,0.0,0.0
1487,3,7.0,29.0,36.0,18.0,28.0,14400.0,-30.0,9,31,40,18,28,99,105,4,0.0,0.0,2.0,2.0,4.0,0.0,0.0
1487,7,7.0,26.0,33.0,9.0,23.0,14400.0,30.0,8,28,36,12,23,105,99,4,0.0,0.0,1.0,2.0,3.0,3.0,0.0
1488,4,13.0,31.0,44.0,15.0,22.0,14400.0,90.0,15,35,50,15,22,104,86,4,0.0,0.0,2.0,4.0,6.0,0.0,0.0
1488,8,3.0,25.0,28.0,12.0,21.0,14400.0,-90.0,6,26,32,13,21,86,104,4,0.0,0.0,3.0,1.0,4.0,1.0,0.0
1489,3,13.0,40.0,53.0,11.0,32.0,14400.0,-20.0,16,42,58,11,32,100,104,4,0.0,0.0,3.0,2.0,5.0,0.0,0.0
1489,5,6.0,34.0,40.0,6.0,26.0,14400.0,20.0,8,37,45,6,26,104,100,4,0.0,0.0,2.0,3.0,5.0,0.0,0.0
1490,6,19.0,20.0,39.0,8.0,22.0,14400.0,40.0,20,26,46,8,22,111,103,4,0.0,0.0,1.0,6.0,7.0,0.0,0.0
1490,8,6.0,28.0,34.0,17.0,23.0,14400.0,-40.0,13,30,43,18,23,103,111,4,0.0,0.0,7.0,2.0,9.0,1.0,0.0
1491,4,17.0,32.0,49.0,9.0,20.0,14400.0,100.0,19,33,52,10,20,98,78,4,0.0,0.0,2.0,1.0,3.0,1.0,0.0
1491,7,13.0,28.0,41.0,14.0,18.0,14400.0,-100.0,15,30,45,15,18,78,98,4,0.0,0.0,2.0,2.0,4.0,1.0,0.0
1492,4,10.0,36.0,46.0,11.0,19.0,14400.0,115.0,12,38,50,11,19,96,73,4,0.0,0.0,2.0,2.0,4.0,0.0,0.0
1492,8,10.0,33.0,43.0,18.0,19.0,14400.0,-115.0,12,37,49,20,19,73,96,4,0.0,0.0,2.0,4.0,6.0,2.0,0.0
1493,5,8.0,37.0,45.0,12.0,19.0,14400.0,-15.0,9,38,47,12,19,94,97,4,0.0,0.0,1.0,1.0,2.0,0.0,0.0
1493,7,16.0,34.0,50.0,13.0,19.0,14400.0,15.0,19,37,56,14,19,97,94,4,0.0,0.0,3.0,3.0,6.0,1.0,0.0
1494,2,17.0,30.0,47.0,15.0,23.0,14400.0,-15.0,20,32,52,17,23,99,102,4,0.0,0.0,3.0,2.0,5.0,2.0,0.0
1494,4,14.0,30.0,44.0,16.0,13.0,14400.0,15.0,15,33,48,16,13,102,99,4,0.0,0.0,1.0,3.0,4.0,0.0,0.0
1495,6,10.0,37.0,47.0,11.0,24.0,14400.0,120.0,15,40,55,13,24,111,87,4,0.0,0.0,5.0,3.0,8.0,2.0,0.0
1495,7,12.0,26.0,38.0,9.0,26.0,14400.0,-120.0,14,27,41,9,26,87,111,4,0.0,0.0,2.0,1.0,3.0,0.0,0.0
1496,3,14.0,30.0,44.0,14.0,19.0,14400.0,10.0,16,31,47,15,19,111,109,4,0.0,0.0,2.0,1.0,3.0,1.0,0.0
1496,6,10.0,25.0,35.0,15.0,22.0,14400.0,-10.0,12,30,42,15,22,109,111,4,0.0,0.0,2.0,5.0,7.0,0.0,0.0
1497,2,14.0,28.0,42.0,23.0,29.0,14400.0,-50.0,20,32,52,27,29,88,98,4,0.0,0.0,6.0,4.0,10.0,4.0,0.0
1497,4,15.0,25.0,40.0,15.0,26.0,14400.0,50.0,18,30,48,15,26,98,88,4,0.0,0.0,3.0,5.0,8.0,0.0,0.0
1498,7,27.0,32.0,59.0,18.0,20.0,14400.0,-25.0,29,36,65,18,20,100,105,4,0.0,0.0,2.0,4.0,6.0,0.0,0.0
1498,8,14.0,28.0,42.0,16.0,18.0,14400.0,25.0,14,31,45,16,18,105,100,4,0.0,0.0,0.0,3.0,3.0,0.0,0.0
1499,5,9.0,28.0,37.0,20.0,15.0,14400.0,-100.0,13,29,42,20,15,81,101,4,0.0,0.0,4.0,1.0,5.0,0.0,0.0
1499,6,7.0,27.0,34.0,17.0,28.0,14400.0,100.0,7,31,38,20,28,101,81,4,0.0,0.0,0.0,4.0,4.0,3.0,0.0
1500,3,22.0,30.0,52.0,17.0,25.0,14400.0,30.0,24,32,56,18,25,94,88,4,0.0,0.0,2.0,2.0,4.0,1.0,0.0
1500,4,11.0,30.0,41.0,20.0,28.0,14400.0,-30.0,14,31,45,20,28,88,94,4,0.0,0.0,3.0,1.0,4.0,0.0,0.0
1501,2,9.0,36.0,45.0,19.0,26.0,14400.0,70.0,10,39,49,20,26,93,79,4,0.0,0.0,1.0,3.0,4.0,1.0,0.0
1501,8,12.0,33.0,45.0,18.0,31.0,14400.0,-70.0,13,34,47,19,31,79,93,4,0.0,0.0,1.0,1.0,2.0,1.0,0.0
1502,5,16.0,31.0,47.0,17.0,12.0,14400.0,-50.0,17,32,49,18,12,89,99,4,0.0,0.0,1.0,1.0,2.0,1.0,0.0
1502,7,11.0,30.0,41.0,15.0,18.0,14400.0,50.0,15,31,46,15,18,99,89,4,0.0,0.0,4.0,1.0,5.0,0.0,0.0
1503,2,16.0,26.0,42.0,9.0,19.0,14400.0,-70.0,18,30,48,10,19,85,99,4,0.0,0.0,2.0,4.0,6.0,1.0,0.0
1503,5,14.0,41.0,55.0,18.0,22.0,14400.0,70.0,15,45,60,18,22,99,85,4,0.0,0.0,1.0,4.0,5.0,0.0,0.0
6026,6,13.0,30.0,43.0,9.0,16.0,14400.0,-80.0,16,32,48,10,16,86,102,4,0.0,0.0,3.0,2.0,5.0,1.0,0.0
6026,7,7.0,38.0,45.0,12.0,20.0,14400.0,80.0,9,42,51,12,20,102,86,4,0.0,0.0,2.0,4.0,6.0,0.0,0.0
6027,6,11.0,35.0,46.0,14.0,24.0,14400.0,-30.0,14,37,51,15,24,90,96,4,0.0,0.0,3.0,2.0,5.0,1.0,0.0
6027,7,8.0,36.0,44.0,11.0,25.0,14400.0,30.0,9,39,48,13,25,96,90,4,0.0,0.0,1.0,3.0,4.0,2.0,0.0
6033,3,7.0,26.0,33.0,8.0,22.0,14400.0,-5.0,7,30,37,9,22,94,97,4,10.0,0.0,0.0,4.0,4.0,1.0,0.0
6033,4,7.0,33.0,40.0,14.0,18.0,14400.0,15.0,8,38,46,15,18,97,94,4,0.0,0.0,1.0,5.0,6.0,1.0,0.0
6034,3,17.0,41.0,58.0,12.0,23.0,14400.0,110.0,19,41,60,13,23,83,61,4,0.0,0.0,2.0,0.0,2.0,1.0,0.0
6034,4,17.0,29.0,46.0,15.0,19.0,14400.0,-110.0,22,30,52,15,19,61,83,4,0.0,0.0,5.0,1.0,6.0,0.0,0.0
6035,3,7.0,29.0,36.0,11.0,30.0,14400.0,40.0,8,30,38,14,30,114,106,4,0.0,0.0,1.0,1.0,2.0,3.0,0.0
6035,4,10.0,29.0,39.0,17.0,23.0,14400.0,-40.0,12,30,42,17,23,106,114,4,0.0,0.0,2.0,1.0,3.0,0.0,0.0
6036,3,15.0,37.0,52.0,9.0,26.0,14400.0,55.0,15,38,53,13,26,104,93,4,0.0,0.0,0.0,1.0,1.0,4.0,0.0
6036,4,6.0,28.0,34.0,12.0,24.0,14400.0,-55.0,10,31,41,13,24,93,104,4,0.0,0.0,4.0,3.0,7.0,1.0,0.0
6316,5,12.0,32.0,44.0,16.0,23.0,14400.0,-30.0,14,32,46,17,23,105,113,4,10.0,0.0,2.0,0.0,2.0,1.0,0.0
6316,7,12.0,33.0,45.0,17.0,26.0,14400.0,40.0,14,33,47,17,26,113,105,4,0.0,0.0,2.0,0.0,2.0,0.0,0.0
6317,5,13.0,26.0,39.0,7.0,21.0,14400.0,110.0,16,28,44,7,21,114,92,4,0.0,0.0,3.0,2.0,5.0,0.0,0.0
6317,7,12.0,32.0,44.0,18.0,19.0,14400.0,-110.0,13,36,49,19,19,92,114,4,0.0,0.0,1.0,4.0,5.0,1.0,0.0
6318,5,13.0,31.0,44.0,15.0,17.0,14400.0,-10.0,18,31,49,16,17,102,104,4,0.0,0.0,5.0,0.0,5.0,1.0,0.0
6318,7,13.0,31.0,44.0,15.0,27.0,14400.0,10.0,16,31,47,16,27,104,102,4,0.0,0.0,3.0,0.0,3.0,1.0,0.0
6319,5,10.0,19.0,29.0,8.0,21.0,14400.0,-10.0,10,23,33,9,21,114,116,4,0.0,0.0,0.0,4.0,4.0,1.0,0.0
6319,7,8.0,30.0,38.0,19.0,26.0,14400.0,10.0,9,33,42,19,26,116,114,4,0.0,0.0,1.0,3.0,4.0,0.0,0.0
8635,3,16.0,32.0,48.0,12.0,17.0,14400.0,-5.0,18,35,53,14,17,90,91,4,0.0,0.0,2.0,3.0,5.0,2.0,0.0
8635,7,10.0,32.0,42.0,18.0,18.0,14400.0,5.0,11,36,47,19,18,91,90,4,0.0,0.0,1.0,4.0,5.0,1.0,0.0
8636,3,17.0,32.0,49.0,13.0,21.0,14400.0,45.0,19,34,53,13,21,99,90,4,0.0,0.0,2.0,2.0,4.0,0.0,0.0
8636,7,5.0,31.0,36.0,18.0,22.0,14400.0,-45.0,7,32,39,19,22,90,99,4,0.0,0.0,2.0,1.0,3.0,1.0,0.0
8637,3,14.0,28.0,42.0,9.0,25.0,14400.0,-125.0,16,30,46,10,25,84,109,4,0.0,0.0,2.0,2.0,4.0,1.0,0.0
8637,7,6.0,34.0,40.0,11.0,24.0,14400.0,125.0,8,38,46,11,24,109,84,4,0.0,0.0,2.0,4.0,6.0,0.0,0.0
8638,3,15.0,30.0,45.0,8.0,20.0,14400.0,-15.0,19,31,50,9,20,93,96,4,0.0,0.0,4.0,1.0,5.0,1.0,0.0
8638,7,8.0,29.0,37.0,8.0,19.0,14400.0,15.0,11,31,42,8,19,96,93,4,0.0,0.0,3.0,2.0,5.0,0.0,0.0
8639,3,7.0,38.0,45.0,15.0,22.0,14400.0,180.0,7,38,45,15,22,105,69,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8639,7,7.0,25.0,32.0,17.0,23.0,14400.0,-180.0,9,28,37,19,23,69,105,4,0.0,0.0,2.0,3.0,5.0,2.0,0.0
8640,3,11.0,34.0,45.0,18.0,29.0,14400.0,15.0,12,36,48,19,29,91,88,4,0.0,0.0,1.0,2.0,3.0,1.0,0.0
8640,7,7.0,26.0,33.0,14.0,26.0,14400.0,-15.0,7,28,35,14,26,88,91,4,0.0,0.0,0.0,2.0,2.0,0.0,0.0
8641,3,13.0,34.0,47.0,9.0,28.0,14400.0,60.0,19,34,53,9,28,90,78,4,0.0,0.0,6.0,0.0,6.0,0.0,0.0
8641,7,12.0,27.0,39.0,10.0,21.0,14400.0,-60.0,15,29,44,11,21,78,90,4,0.0,0.0,3.0,2.0,5.0,1.0,0.0
